index,movie_id,rate_x,rate_y,global_rate
528,diary+of+a+nymphomaniac+2008,4.0,4.0,5.5
529,dick+figures+the+movie+2013,4.0,4.0,6.2
530,die+hard+1988,4.181818181818182,3.8,7.5
531,dinner+at+eight+1933,4.0,4.0,6.5
532,dirty+dancing+1987,4.0,4.5,7.1
533,dirty+rotten+scoundrels+1988,4.0,5.0,7.0
534,distant+2002,4.0,3.0,6.7
535,divergent+2014,4.0,3.0,6.9
536,django+1966,4.0,3.0,7.1
537,dobermann+1997,4.0,3.5,6.4
538,doctor+x+1932,3.0,3.0,5.8
539,dog+pound+2010,4.0,3.0,7.5
540,dolls+1987,5.0,2.0,6.1
541,dolls+2002,3.5,3.0,7.6
542,dolphin+tale+2011,3.6666666666666665,3.0,6.6
543,don+1978,3.5,4.0,6.0
544,dorian+gray+2009,4.0,4.0,5.8
545,double+indemnity+1944,4.0,3.0,8.0
546,doubt+2008,3.0,5.0,7.0
547,down+to+you+2000,2.0,3.0,4.9
548,downstairs+1932,3.0,4.0,6.6
549,dr.+no+1962,3.8333333333333335,3.8333333333333335,6.9
550,dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964,4.0,5.0,8.0
551,dracula+1931,4.0,3.0,7.2
552,dragon+ball+gt+a+heros+legacy+1997,3.0,3.5,6.2
553,dragon+ball+z+broly+-+second+coming+1994,3.5,3.0,6.5
554,dragon+ball+z+broly+-+the+legendary+super+saiyan+1993,3.4347826086956523,3.125,7.3
555,dragon+ball+z+coolers+revenge+1991,3.0,4.0,6.7
556,dragon+hunters+2008,3.0,2.5,6.5
557,dragon+seed+1944,3.0,3.0,3.3
558,dragon+the+bruce+lee+story+1993,3.0,4.0,6.8
559,dragonslayer+1981,3.0,3.0,6.5
560,dreams+1990,4.0,4.0,7.5
561,dreams+that+money+can+buy+1947,3.0,4.0,7.2
562,drug+war+2012,4.5,3.0,6.5
563,drugstore+cowboy+1989,4.0,3.0,7.0
564,drunken+angel+1948,4.2,4.0,7.7
565,duck+season+2004,3.5,4.0,7.2
566,ducktales+the+movie+-+treasure+of+the+lost+lamp+1990,3.0,4.0,6.7
567,duel+1972,3.0,5.0,7.2
568,dumbo+1941,3.9130434782608696,3.909090909090909,6.8
569,dying+at+grace+2003,4.0,3.0,6.5
570,e.t.+the+extra-terrestrial+1982,3.9545454545454546,3.875,7.3
571,easy+rider+1969,3.6666666666666665,4.0,7.0
572,eat+drink+man+woman+1994,4.0,4.0,7.5
573,edge+of+darkness+1943,2.0,3.0,6.5
574,edge+of+tomorrow+2014,4.0,3.0,7.6
575,eight+men+out+1988,4.5,3.0,7.5
576,either+way+2011,3.0,4.0,6.5
577,el+topo+1970,4.5,4.0,7.4
578,election+1999,4.0,3.0,6.7
579,election+2005,4.0,4.0,6.7
580,electric+dreams+1984,4.0,3.5,6.4
581,electrick+children+2012,2.0,3.0,6.5
582,elena+2011,3.0,4.0,7.0
583,elevator+to+the+gallows+1958,4.0,3.3333333333333335,7.6
584,elling+2001,3.5,4.0,7.0
585,elmer+gantry+1960,4.0,4.0,7.3
586,embrace+of+the+vampire+1995,4.333333333333333,3.0,5.0
587,empire+records+1995,5.0,4.0,6.6
588,end+of+watch+2012,3.5,3.0,7.2
589,enders+game+2013,3.0,4.0,6.6
590,enemy+at+the+gates+2001,4.0,3.0,7.2
591,enemy+mine+1985,3.5,5.0,6.7
592,enigma+2001,3.0,3.0,6.0
593,erkan++stefan+2+2002,3.0,3.0,4.1
594,escape+to+victory+1981,3.0,3.0,6.7
595,eva+2011,4.0,3.3333333333333335,6.4
596,evan+almighty+2007,2.0,3.0,5.3
597,evangelion+1.0+you+are+not+alone+2007,4.0,5.0,7.4
598,everly+2015,3.0,4.0,5.2
599,excuse+me+darling_+but+lucas+loved+me+1997,3.0,4.0,5.0
600,executive+protection+2001,4.0,3.0,6.3
601,existenz+1999,4.0,3.0,6.7
602,exit+through+the+gift+shop+2010,4.0,5.0,7.6
603,extremely+loud++incredibly+close+2011,4.0,3.5,6.9
604,face+2002,5.0,4.0,0.0
605,face+of+terror+2004,4.0,3.0,4.0
606,facing+ali+2009,4.0,4.0,7.5
607,fade+to+black+2004,3.5,3.0,7.1
608,fail-safe+1964,4.0,4.0,7.6
609,fallen+angels+1995,3.8,4.5,7.7
610,falling+awake+2010,4.0,4.0,8.0
611,family+guy+presents+stewie+griffin+the+untold+story+2005,5.0,3.0,7.0
612,fanatics+2012,4.0,4.0,5.9
613,fanboys+2009,3.0,3.0,6.1
614,fanny++alexander+1982,4.25,4.0,7.3
615,fantasia+2000+1999,4.0,5.0,7.0
616,fantastic+4+rise+of+the+silver+surfer+2007,2.888888888888889,3.0,5.4
617,fantastic+mr.+fox+2009,3.0,4.0,7.5
618,far+from+home+1989,2.0,3.0,4.4
619,father+goose+1964,3.3333333333333335,3.0,6.5
620,father+of+the+bride+1991,3.0,4.0,6.2
621,fearless+1993,4.0,3.0,6.8
622,feast+of+love+2007,3.0,5.0,5.9
623,feeding+frenzy+2010,3.0,3.5,6.3
624,felon+2008,5.0,4.0,7.1
625,ferpect+crime+2004,5.0,4.0,6.7
626,ferris+buellers+day+off+1986,4.0,5.0,7.5
627,fetching+cody+2005,3.0,2.0,6.8
628,fever+pitch+1997,4.0,3.0,6.1
629,fiddler+on+the+roof+1971,5.0,2.0,7.4
630,fidel+the+untold+story+2001,4.0,3.0,7.1
631,fido+2006,5.0,4.0,6.6
632,field+of+dreams+1989,4.0,4.0,7.1
633,fiend+without+a+face+1958,5.0,3.0,5.9
634,fight+club+1999,4.126760563380282,4.32,8.3
635,filming+othello+1978,3.0,3.0,5.0
636,finding+nemo+2003,4.114285714285714,3.923076923076923,7.6
637,finding+vivian+maier+2014,3.0,5.0,7.8
638,fingers+at+the+window+1942,4.0,3.0,4.5
639,fire_+ice++canned+beer+2002,3.0,4.0,4.4
640,fireflies+in+the+garden+2008,4.0,3.0,6.4
641,first+blood+1982,3.2666666666666666,3.3333333333333335,7.2
642,first+position+2011,4.0,4.0,7.9
643,fist+of+fury+1972,4.0,4.0,7.4
644,flame++citron+2008,3.0,4.0,6.8
645,flash+gordon+1980,3.0,3.0,6.1
646,flight+93+2006,4.0,3.0,6.0
647,footnote+2011,3.0,4.0,6.7
648,for+a+few+dollars+more+1965,4.5,4.0,7.8
649,for+a+good+time_+call...+2012,3.0,4.0,5.8
650,for+all+mankind+1989,4.5,4.0,8.3
651,for+love+and+gold+1966,3.0,3.0,7.5
652,for+the+birds+2000,4.0,4.0,7.5
653,for+whom+the+bell+tolls+1943,3.0,3.5,6.1
654,forbidden+planet+1956,3.8484848484848486,3.909090909090909,7.2
655,forever+strong+2008,3.0,3.0,6.9
656,forgetting+sarah+marshall+2008,4.0,4.0,6.4
657,forgetting+the+girl+2012,3.0,3.0,6.0
658,forrest+gump+1994,4.16,4.6,8.2
659,fort+bliss+2014,3.0,4.0,6.3
660,four+sons+1940,4.0,4.0,0.0
661,foxy+brown+1974,3.5,4.0,6.4
662,fracture+2007,5.0,4.0,7.1
663,frances+ha+2013,3.5,4.0,7.3
664,francis+1950,3.0,2.0,6.6
665,frankenfish+2004,4.0,3.0,4.7
666,frankenstein+1931,4.0,3.888888888888889,7.3
667,freaks+1932,3.0,3.6666666666666665,7.7
668,free+to+play+2014,3.0,4.0,7.1
669,french+connection+ii+1975,4.0,5.0,6.6
670,friday+the+13th+1980,3.6666666666666665,3.0,6.4
671,fried+green+tomatoes+1991,4.0,4.0,7.6
672,from+beyond+1986,4.0,3.0,6.5
673,from+beyond+the+grave+1974,3.5,4.0,7.1
674,from+dusk+till+dawn+1996,3.9444444444444446,5.0,6.9
675,from+russia+with+love+1963,3.7142857142857144,4.0,6.9
676,from+time+to+time+2009,3.0,4.0,6.2
677,from+up+on+poppy+hill+2011,4.0,4.0,7.6
678,frozen+2013,3.7560975609756095,3.8275862068965516,7.3
679,frozen+fever+2015,3.0,4.0,6.9
680,frozen+river+2008,4.0,3.0,6.7
681,fullmetal+alchemist+the+movie+conqueror+of+shamballa+2005,2.0,2.0,7.0
682,fullmetal+alchemist+the+sacred+star+of+milos+2011,4.0,4.0,6.9
683,funny+face+1957,5.0,4.0,7.0
684,funny+games+1997,4.0,5.0,7.3
685,funny+ha+ha+2002,3.0,4.0,6.3
686,fury+2014,4.0,3.875,7.4
687,futurama+the+beast+with+a+billion+backs+2008,4.0,2.0,6.9
688,galaxy+quest+1999,3.3333333333333335,3.4,6.9
689,game+change+2012,3.5,4.0,6.4
690,garbage+warrior+2007,4.0,3.0,8.0
691,gardens+of+the+night+2008,3.3333333333333335,1.0,6.5
692,garfields+halloween+adventure+1985,3.6666666666666665,3.0,7.1
693,garlic+is+as+good+as+ten+mothers+1980,4.0,4.0,7.3
694,gas+food+lodging+1992,3.0,2.0,5.8
695,gasland+2010,3.3333333333333335,4.5,7.4
696,gaslight+1944,4.5,4.0,7.2
697,gattaca+1997,3.6222222222222222,3.3076923076923075,7.5
698,gentlemen+of+fortune+1971,4.0,5.0,7.4
699,geris+game+1997,3.0,3.0,7.8
700,geronimo+an+american+legend+1993,3.36,3.4285714285714284,5.9
701,gestapos+last+orgy+1977,3.0,3.0,5.3
702,get+hard+2015,3.3333333333333335,4.0,5.9
703,get+low+2010,5.0,3.0,6.5
704,get+thrashed+2006,4.0,4.0,6.4
705,ghajini+2008,3.0,3.5,6.9
706,ghost+dog+the+way+of+the+samurai+1999,3.0,5.0,7.2
707,ghost+in+the+shell+1995,5.0,4.5,7.8
708,ghostbusters+1984,3.473684210526316,3.5555555555555554,7.3
709,girl+in+progress+2012,3.0,3.0,5.3
710,girlfight+2000,2.0,5.0,6.4
711,girls+just+want+to+have+fun+1985,3.0,3.25,6.5
712,gladiator+2000,4.2727272727272725,4.3076923076923075,7.9
713,glory+1989,4.0,5.0,7.4
714,gnomeo++juliet+2011,3.0,3.0,5.8
715,go+for+broke+1951,4.5,5.0,5.2
716,go+tell+the+spartans+1978,4.0,3.0,6.7
717,go_+go+second+time+virgin+1969,3.0,4.0,6.9
718,gods+and+monsters+1998,4.0,2.0,6.8
719,godzilla+1954,3.0,4.0,6.9
720,going+my+way+1944,4.0,4.0,6.9
721,golden+door+2006,4.0,2.0,6.0
722,goldene+zeiten+2006,4.0,4.0,4.7
723,gone+2012,4.0,3.0,5.9
724,gone+girl+2014,3.923076923076923,3.9285714285714284,7.9
725,good+evening_+mr.+wallenberg+1990,3.0,4.0,6.0
726,good+men_+good+women+1995,4.0,5.0,7.8
727,good+night_+and+good+luck.+2005,3.0,4.5,6.8
728,good+will+hunting+1997,4.25,5.0,7.9
729,goodbye+bafana+2007,4.0,4.0,7.0
730,goodbye_+columbus+1969,3.0,4.0,4.3
731,goodfellas+1990,4.122448979591836,3.9285714285714284,8.2
732,goon+2012,3.5,3.0,6.5
733,gozu+2003,3.5,3.0,7.2
734,gran+torino+2008,4.333333333333333,3.6666666666666665,7.8
735,grand+canyon+1991,4.0,4.0,6.8
736,grease+1978,3.3684210526315788,3.4444444444444446,7.2
737,great+balls+of+fire+1989,3.0,5.0,6.0
738,great+expectations+1946,4.0,3.0,7.2
739,green+card+1990,3.0,2.0,5.9
740,green+ice+1981,4.0,4.0,4.4
741,green+street+hooligans+2005,4.0,3.0,7.1
742,green+zone+2010,4.0,3.6666666666666665,6.4
743,greenfingers+2001,4.0,5.0,6.6
744,grey+gardens+1975,3.5,4.0,7.2
745,grey+gardens+2009,3.8,4.0,6.7
746,griffin++phoenix+2006,3.0,4.0,6.6
747,griffin+and+phoenix+1976,2.0,4.0,0.0
748,grip+of+the+strangler+1958,4.0,4.0,6.3
749,groundhog+day+1993,4.5,4.0,7.4
750,grown+up+movie+star+2009,4.0,4.0,5.5
751,guardians+of+the+galaxy+2014,3.909090909090909,4.166666666666667,7.9
752,guess+whos+coming+to+dinner+1967,4.0,4.0,7.6
753,guilty+hands+1931,4.0,4.0,0.0
754,guys+and+dolls+1955,3.5,3.0,6.9
755,hababam+snf+tatilde+1977,5.0,4.0,7.3
756,hail+the+conquering+hero+1944,4.0,4.0,7.1
757,hairspray+2007,3.588235294117647,3.6,6.5
758,halloweentown+high+2004,4.0,3.5,5.9
759,hamlet+1948,3.0,4.0,7.1
760,hamlet+1990,4.0,3.6666666666666665,6.7
761,hamlet+2+2008,3.0,3.0,6.1
762,hamlet+goes+business+1987,4.0,3.0,5.7
763,hands+on+a+hard+body+the+documentary+1997,4.0,4.0,8.7
764,happy-go-lucky+2008,4.0,5.0,6.4
765,hard+candy+2005,3.0,3.0,6.8
766,hard+eight+1996,3.8,4.0,6.8
767,hard+times+1975,4.0,3.25,6.7
768,harlequin+1980,5.0,3.0,6.1
769,harper+1966,3.0,4.0,6.3
770,harrison+bergeron+1995,3.0,4.0,7.6
771,harry+potter+and+the+chamber+of+secrets+2002,3.7017543859649122,3.75,7.4
772,harry+potter+and+the+deathly+hallows+part+1+2010,3.9473684210526314,4.0,7.5
773,harry+potter+and+the+deathly+hallows+part+2+2011,4.013888888888889,4.153846153846154,7.9
774,harry+potter+and+the+goblet+of+fire+2005,3.9655172413793105,3.857142857142857,7.5
775,harry+potter+and+the+half-blood+prince+2009,3.909090909090909,3.5384615384615383,7.4
776,harry+potter+and+the+order+of+the+phoenix+2007,3.914285714285714,3.75,7.4
777,harry+potter+and+the+philosophers+stone+2001,3.769230769230769,4.333333333333333,7.5
778,harry+potter+and+the+prisoner+of+azkaban+2004,4.071428571428571,3.5714285714285716,7.7
779,harvest+2011,3.0,4.0,6.7
780,harvey+1950,4.0,4.0,7.7
781,hawaiian+vacation+2011,3.0,4.0,6.9
782,he+was+a+quiet+man+2007,3.3333333333333335,2.5,6.5
783,headhunters+2011,4.333333333333333,4.0,7.2
784,headshot+2011,4.0,4.0,6.1
785,hearts+and+minds+1974,4.0,3.0,7.8
786,heatstroke+2013,4.0,4.0,5.2
787,heaven+and+earth+1990,4.0,4.0,5.6
788,heavy+metal+1981,3.0,3.0,6.3
789,heavy+metal+parking+lot+1986,3.5,4.0,7.6
790,hedgehog+in+the+fog+1975,4.0,3.0,7.4
791,hedwig+and+the+angry+inch+2001,3.3333333333333335,5.0,7.4
792,helen+2009,4.0,4.0,6.5
793,hellboy+ii+the+golden+army+2008,3.5714285714285716,3.0,6.5
794,hellion+2014,4.0,4.0,5.5
795,helter+skelter+1976,4.0,5.0,6.6
796,hemingway++gellhorn+2012,4.0,2.0,6.1
797,henry+poole+is+here+2008,4.0,4.0,5.8
798,hercules+1997,3.5555555555555554,3.3333333333333335,7.3
799,hero+2002,4.0,4.0,7.3
800,hi+diddle+diddle+1943,4.0,3.0,8.3
801,hick+2011,3.0,3.0,5.6
802,high+and+low+1963,3.6666666666666665,4.0,8.2
803,high+noon+1952,3.6666666666666665,3.0,7.6
804,high+school+2010,3.0,4.0,5.8
805,hijacking+catastrophe+911_+fear++the+selling+of+american+empire+2004,4.0,3.0,5.6
806,hilton+2013,3.0,4.0,6.5
807,hipsters+2008,4.0,5.0,6.2
808,hiroshima+mon+amour+1959,4.0,4.0,8.0
809,history+of+the+world+part+i+1981,3.6666666666666665,3.0,6.5
810,hit+by+lightning+2014,4.0,3.0,5.2
811,hit+man+1972,3.0,4.0,6.3
812,hitch+2005,3.5,5.0,6.3
813,holiday+1938,4.0,4.0,7.0
814,holiday+inn+1942,5.0,5.0,7.1
815,hollywood+between+paranoia+and+sci-fi.+the+power+of+myth+2011,4.0,4.0,0.0
816,hollywood+ending+2002,4.0,4.0,6.4
817,hombre+1967,3.0,3.0,7.2
818,home+2008,4.0,4.0,7.2
819,home+2009,4.333333333333333,4.0,7.9
820,home+of+the+brave+1949,4.0,4.0,5.0
821,honey+2010,4.0,3.0,7.0
822,hoop+dreams+1994,4.5,4.0,7.7
823,hori+smoku+sailor+jerry+2008,4.0,4.0,10.0
824,horton+hears+a+who+2008,3.5,4.0,6.3
825,hotel+transylvania+2012,4.0,4.0,6.8
826,hour+of+the+wolf+1968,4.0,4.0,7.4
827,house+of+1000+corpses+2003,3.0,3.0,6.0
828,house+of+voices+2004,3.0,3.0,5.2
829,how+the+grinch+stole+christmas+1966,3.5,4.0,7.2
830,how+to+get+ahead+in+advertising+1989,3.0,4.0,6.4
831,how+to+train+your+dragon+2+2014,3.7,4.2,7.6
832,how+to+train+your+dragon+2010,4.021739130434782,3.6666666666666665,7.5
833,howl+2010,3.5,4.0,6.8
834,howls+moving+castle+2004,4.0,4.153846153846154,8.2
835,humanity+and+paper+balloons+1937,4.0,4.5,8.1
836,husbands+and+wives+1992,4.0,4.0,6.7
837,huset+vid+vgens+nde+2003,4.0,2.0,6.0
838,i+accuse+1938,4.0,3.5,6.0
839,i+am+a+fugitive+from+a+chain+gang+1932,4.0,4.0,7.4
840,i+do+2006,3.5,3.0,6.4
841,i+do+2013,3.0,4.0,5.0
842,i+dont+want+to+sleep+alone+2006,5.0,4.0,8.1
843,i+even+met+happy+gypsies+1967,4.0,3.0,5.9
844,i+hate+mondays+1971,4.0,3.0,7.7
845,i+hate+myself++2013,4.0,3.0,8.0
846,i+just+didnt+do+it+2007,4.0,3.0,6.8
847,i+knew+it+was+you+rediscovering+john+cazale+2009,5.0,3.0,7.4
848,i+saw+mommy+kissing+santa+claus+2002,4.0,3.0,3.8
849,i+saw+the+devil+2010,3.5,5.0,7.6
850,i+think+i+love+my+wife+2007,4.0,2.0,5.0
851,i+will+follow+you+into+the+dark+2012,3.0,3.0,4.4
852,i+woke+up+early+the+day+i+died+1998,3.0,3.0,4.7
853,i_+robot+2004,3.466666666666667,3.9285714285714284,6.7
854,ice+age+2002,3.9166666666666665,3.4285714285714284,7.1
855,ice+age+a+mammoth+christmas+2011,4.0,5.0,6.0
856,ice+age+continental+drift+2012,3.1,3.6666666666666665,6.2
857,ice+age+dawn+of+the+dinosaurs+2009,3.4166666666666665,3.75,6.5
858,ice+age+the+meltdown+2006,3.5,3.5,6.5
859,ice+princess+2005,3.5555555555555554,4.0,5.9
860,idiocracy+2006,3.0,3.0,6.3
861,if+i+stay+2014,3.5,3.0,7.3
862,if+you+could+only+cook+1935,3.6666666666666665,3.0,6.8
863,ikiru+1952,4.4,4.0,8.1
864,illusive+tracks+2003,4.0,3.0,5.5
865,im+gonna+explode+2008,5.0,3.0,8.3
866,in+a+world...+2013,4.0,4.0,6.4
867,in+cold+blood+1996,4.0,4.0,4.6
868,in+god+we+teach+2011,4.0,4.0,4.0
869,in+the+loop+2009,3.6666666666666665,5.0,7.0
870,in+the+name+of+the+father+1993,4.0,5.0,7.6
871,in+the+name+of+the+law+1949,4.0,3.0,7.0
872,in+the+realm+of+the+senses+1976,2.0,3.0,6.5
873,in+this+our+life+1942,4.0,3.0,6.2
874,in+too+deep+1999,3.0,2.0,6.3
875,in+your+eyes+2014,3.0,4.0,7.1
876,inception+2010,4.271028037383178,4.384615384615385,8.1
877,independence+day+1996,3.625,3.857142857142857,6.7
878,indiana+jones+and+the+last+crusade+1989,3.888888888888889,4.375,7.6
879,indiana+jones+and+the+temple+of+doom+1984,3.8846153846153846,5.0,7.1
880,indie+game+the+movie+2012,4.0,4.0,7.4
881,infamous+2006,4.0,3.0,6.4
882,infestation+2009,5.0,4.0,5.9
883,inglourious+basterds+2009,4.0,4.0,7.9
884,inherent+vice+2014,4.0,4.0,6.5
885,inside+job+2010,4.333333333333333,3.5,7.7
886,inside+llewyn+davis+2013,3.0,4.5,7.2
887,insurgent+2015,3.1333333333333333,3.5,6.2
888,interstate+60+2002,3.3333333333333335,5.0,7.1
889,interstellar+2014,4.201680672268908,4.1,8.1
890,into+the+abyss+2011,4.0,4.0,7.2
891,into+the+woods+2014,3.272727272727273,3.3333333333333335,5.6
892,invasion+of+the+body+snatchers+1956,4.0,3.0,7.3
893,ip+man+2008,4.0,4.0,7.5
894,irma+la+douce+1963,3.0,4.0,7.1
895,iron+man+2+2010,3.8461538461538463,3.5,6.6
896,iron+man+2008,3.9761904761904763,3.8,7.4
897,iron+man+3+2013,3.9375,3.5,6.8
898,is+anybody+there+2009,2.0,4.0,5.8
899,is+it+fall+yet+2000,5.0,3.0,7.5
900,it+follows+2015,3.5833333333333335,4.0,6.6
901,it+happened+one+night+1934,3.5,4.0,7.7
902,its+a+mad_+mad_+mad_+mad+world+1963,4.0,4.0,7.0
903,its+a+wonderful+life+1946,4.0,4.0,8.0
904,its+all+true+1993,3.0,3.0,7.5
905,ivan+vasilyevich+changes+his+profession+1973,4.0,4.0,7.8
906,ivans+childhood+1962,3.5,4.333333333333333,7.7
907,jack+the+giant+killer+1962,4.0,4.0,5.3
908,jack+the+giant+killer+2013,4.0,4.0,3.2
909,jack-jack+attack+2004,4.0,3.3333333333333335,7.4
910,james+dean+2001,3.5,3.0,6.9
911,jar+city+2006,3.5,4.0,6.7
912,jay+and+silent+bob+strike+back+2001,4.0,4.0,6.4
913,jazz+2001,5.0,4.0,5.7
914,jcvd+2008,3.5,3.0,6.6
915,je+taime_+je+taime+1968,3.0,3.0,6.3
916,jersey+boys+2014,4.0,3.0,6.8
917,jersey+girl+2004,3.5,3.0,5.8
918,jessabelle+2014,3.0,3.0,5.1
919,jesse+stone+night+passage+2006,4.0,4.0,6.7
920,jesse+stone+thin+ice+2009,4.0,4.0,6.7
921,jewtopia+2012,4.0,4.0,4.3
922,jim+norton+please+be+offended+2012,3.0,3.0,7.0
923,jimi+all+is+by+my+side+2013,3.0,4.0,5.3
924,jin-roh+the+wolf+brigade+1999,3.0,4.0,7.4
925,jingle+all+the+way+2+2014,3.0,2.0,4.0
926,jiro+dreams+of+sushi+2011,4.166666666666667,4.0,7.8
927,jnssonligans+strsta+kupp+1995,4.0,3.0,5.6
928,johnny+got+his+gun+1971,3.6666666666666665,4.0,7.2
929,johnnyexpress+2014,4.0,4.0,7.9
930,joint+security+area+2000,4.0,4.0,7.7
931,jolly+fellows+1934,4.0,4.0,6.3
932,journey+to+portugal+2011,2.0,3.0,5.0
933,journey+to+the+beginning+of+time+1955,3.0,4.0,8.0
934,ju-on+white+ghost+2009,5.0,3.0,6.0
935,judy+moody+and+the+not+bummer+summer+2011,3.0,3.0,5.1
936,jug+face+2013,3.0,3.0,5.3
937,juno+2007,4.0,4.0,7.0
938,jupiter+ascending+2015,3.142857142857143,3.6666666666666665,5.2
939,justice+league+crisis+on+two+earths+2010,3.0,4.0,7.1
940,justice+league+the+flashpoint+paradox+2013,3.5,4.0,7.3
941,justice+league+war+2014,3.0,4.0,7.0
942,kabhi+khushi+kabhie+gham+2001,3.0,3.0,7.6
943,kahaani+2012,4.0,3.0,7.3
944,kamikaze+girls+2004,3.5,3.5,7.1
945,kansas+city+confidential+1952,3.0,4.0,7.0
946,kes+1969,3.0,4.0,7.6
947,kevin+smith+burn+in+hell+2012,4.0,4.0,6.9
948,keys+to+tulsa+1997,2.0,3.0,4.9
949,kick-ass+2+2013,3.0,3.0,6.3
950,kicking++screaming+2005,2.0,3.0,5.6
951,kidnapping_+caucasian+style+1967,3.6666666666666665,4.0,7.5
952,kids+in+the+hall+brain+candy+1996,4.0,3.0,5.9
953,kikis+delivery+service+1989,4.090909090909091,4.0,7.6
954,kikujiro+1999,4.0,5.0,7.5
955,kill+bill+vol.+1+2003,4.0,4.444444444444445,7.7
956,killing+auntie+1985,3.5,3.0,0.0
957,king+of+thorn+2009,4.0,2.0,6.2
958,kingsman+the+secret+service+2015,3.8846153846153846,3.5,7.6
959,kinky+boots+2005,3.6666666666666665,5.0,6.3
960,kinsey+2004,3.0,3.5,6.6
961,kiss+me+deadly+1955,4.0,4.0,7.1
962,kiss+or+kill+1997,3.0,3.0,4.2
963,knightriders+1981,2.0,4.0,6.5
964,knock+on+wood+1981,4.0,3.0,7.1
965,kobe+doin+work+2009,4.0,5.0,7.3
966,kocken+2005,3.0,4.0,5.5
967,kops+2003,4.0,5.0,6.4
968,korso+2014,2.0,4.0,5.4
969,kronks+new+groove+2005,2.888888888888889,2.75,6.0
970,kumail+nanjiani+beta+male+2013,3.0,3.0,6.1
971,kundun+1997,4.0,4.0,6.8
972,kung+fu+dunk+2008,4.0,3.0,5.0
973,la+planque+2011,3.0,4.0,7.9
974,labyrinth+1986,4.0,4.0,7.1
975,ladies+in+lavender+2004,4.0,4.0,6.5
976,lady+and+the+tramp+1955,3.7777777777777777,3.8333333333333335,6.9
977,lady+and+the+tramp+ii+scamps+adventure+2001,3.0,4.0,6.0
978,lady+chatterleys+lover+1981,3.0,3.0,5.4
979,laila+1929,4.0,5.0,7.2
980,lake+of+fire+2006,4.0,4.0,8.1
981,land+and+freedom+1995,4.5,5.0,7.0
982,landscape+in+the+mist+1988,5.0,5.0,7.6
983,lars+and+the+real+girl+2007,4.0,3.5,7.1
984,last+night+2010,4.0,4.0,6.1
985,latalante+1934,4.0,3.0,7.3
986,late+spring+1949,4.0,4.0,8.2
987,laurence+anyways+2012,4.0,4.0,7.7
988,law+of+desire+1987,5.0,4.0,7.2
989,lawrence+of+arabia+1962,4.5,5.0,7.8
990,le+cercle+rouge+1970,4.5,4.0,7.6
991,le+doulos+1963,3.25,4.0,7.4
992,le+jour+se+lve+1939,3.0,4.5,7.4
993,le+notti+bianche+1957,3.0,4.0,6.6
994,le+samoura+1967,3.0,3.0,7.9
995,lean+on+me+1989,4.333333333333333,3.0,6.7
996,leave+her+to+heaven+1945,3.0,4.0,7.0
997,leaves+of+grass+2009,3.6666666666666665,3.0,5.9
998,leclisse+1962,4.25,4.0,7.7
999,lemming+2005,3.0,4.0,6.9
1000,lenfer+1994,3.0,4.0,6.6
1001,leningrad+2009,4.0,4.0,5.7
1002,lenny+1974,5.0,4.0,7.2
1003,leolo+1992,4.0,4.0,7.2
1004,leon+the+professional+1994,4.116883116883117,4.291666666666667,8.2
1005,les+misrables+1998,3.0,4.0,7.1
1006,let+the+good+times+roll+1973,4.0,3.0,4.8
1007,let+the+right+one+in+2008,4.4,5.0,7.5
1008,lets+make+love+1960,3.0,3.0,6.0
1009,letter+from+an+unknown+woman+1948,4.5,4.0,8.1
1010,letter+never+sent+1960,3.0,5.0,7.5
1011,letters+to+santa+2011,3.0,2.0,7.1
1012,levitated+mass+2013,5.0,4.0,8.3
1013,levity+2003,4.0,3.0,5.9
1014,lge+dor+1930,4.0,4.0,6.7
1015,liberal+arts+2012,3.0,4.0,6.1
1016,life+and+debt+2003,4.0,4.0,6.3
1017,life+is+a+miracle+2004,4.0,4.0,7.3
1018,life+is+all+you+get+1997,3.0,4.0,7.3
1019,life+of+brian+1979,4.5,4.0,7.7
1020,life+of+pi+2012,5.0,4.0,7.2
1021,like+father_+like+son+2013,4.0,5.0,7.6
1022,lilies+1996,4.0,3.0,7.3
1023,limitless+2011,4.0,4.5,7.1
1024,lips+of+blood+1975,4.0,4.0,6.8
1025,little+brothers+1999,3.0,3.0,5.4
1026,little+buddha+1993,3.0,3.0,6.0
1027,little+caesar+1931,3.0,4.0,6.9
1028,little+dieter+needs+to+fly+1997,5.0,4.0,7.8
1029,little+miss+broadway+1938,3.0,3.0,9.0
1030,little+miss+sunshine+2006,4.333333333333333,4.0,7.5
1031,little+nemo+adventures+in+slumberland+1989,4.0,3.0,7.1
1032,little+women+1949,3.0,4.0,7.6
1033,littlerock+2010,4.0,3.0,7.0
1034,living+proof+2008,4.0,4.0,3.0
1035,living+will...+2011,3.0,3.0,4.7
1036,living+with+wolves+2005,4.0,4.0,7.1
1037,loaf+and+camouflage+1984,3.0,3.0,7.4
1038,locke+2014,3.0,5.0,6.9
1039,lolita+1962,3.0,4.5,7.3
1040,lone+wolf+and+cub+baby+cart+at+the+river+styx+1972,4.0,4.0,7.3
1041,lone+wolf+and+cub+baby+cart+in+peril+1972,4.0,3.0,6.9
1042,lone+wolf+and+cub+baby+cart+to+hades+1972,3.0,3.0,6.7
