time,userid,movieid,rating
2023-11-29 20:11:12,46448,ways+to+live+forever+2010,4
2023-11-29 20:11:12,42236,beautiful+girls+1996,4
2023-11-29 20:11:13,492455,in+the+name+of+the+father+1993,5
2023-11-29 20:11:13,533395,animal+farm+1954,3
2023-11-29 20:11:13,87554,the+incredibles+2004,4
2023-11-29 20:11:13,202590,the+day+the+earth+stood+still+1951,4
2023-11-29 20:11:13,247209,valentines+day+2010,4
2023-11-29 20:11:13,155673,state+of+siege+1972,4
2023-11-29 20:11:13,236352,oscar+and+the+lady+in+pink+2009,4
2023-11-29 20:11:13,213470,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,5
2023-11-29 20:11:13,354801,the+dark+knight+2008,5
2023-11-29 20:11:13,139027,the+lord+of+the+rings+the+two+towers+2002,3
2023-11-29 20:11:14,788689,toy+story+3+2010,5
2023-11-29 20:11:14,60244,it+happened+one+night+1934,3
2023-11-29 20:11:14,377888,alice+in+wonderland+1951,3
2023-11-29 20:11:14,321855,i+woke+up+early+the+day+i+died+1998,3
2023-11-29 20:11:14,484089,the+seduction+of+joe+tynan+1979,3
2023-11-29 20:11:14,446743,the+lord+of+the+rings+the+return+of+the+king+2003,5
2023-11-29 20:11:14,774904,monty+python+and+the+holy+grail+1975,5
2023-11-29 20:11:14,807347,jew+sss+1934,4
2023-11-29 20:11:15,676334,yesterday+girl+1966,4
2023-11-29 20:11:15,107528,whiplash+2014,4
2023-11-29 20:11:15,54633,slaughter+hotel+1971,3
2023-11-29 20:11:15,520436,fast+five+2011,4
2023-11-29 20:11:16,51250,ice+age+2002,3
2023-11-29 20:11:16,715722,the+countess+2009,3
2023-11-29 20:11:16,279942,raiders+of+the+lost+ark+1981,3
2023-11-29 20:11:16,764608,looking+for+lenny+2011,4
2023-11-29 20:11:17,549483,whiplash+2014,3
2023-11-29 20:11:17,178286,unfaithful+2002,5
2023-11-29 20:11:17,551755,the+lord+of+the+rings+the+two+towers+2002,3
2023-11-29 20:11:17,677807,the+lord+of+the+rings+the+two+towers+2002,5
2023-11-29 20:11:17,5383,the+lord+of+the+rings+the+two+towers+2002,4
2023-11-29 20:11:18,550310,alan++naomi+1992,4
2023-11-29 20:11:18,710617,whiplash+2014,5
2023-11-29 20:11:18,418981,fiftyfifty+1992,4
2023-11-29 20:11:18,675690,pulp+fiction+1994,4
2023-11-29 20:11:18,531850,nausica+of+the+valley+of+the+wind+1984,4
2023-11-29 20:11:18,81667,rain+2001,3
2023-11-29 20:11:18,97219,pulp+fiction+1994,4
2023-11-29 20:11:18,449139,the+lord+of+the+rings+the+return+of+the+king+2003,5
2023-11-29 20:11:18,584397,sleeping+beauty+1959,3
2023-11-29 20:11:18,400455,the+fly+1986,4
2023-11-29 20:11:19,444576,ratatouille+2007,5
2023-11-29 20:11:19,123179,the+lord+of+the+rings+the+two+towers+2002,4
2023-11-29 20:11:19,638893,magnificent+warriors+1987,3
2023-11-29 20:11:19,702452,the+life+of+aleksis+kivi+2002,2
2023-11-29 20:11:19,410802,the+milky+way+1936,3
2023-11-29 20:11:19,656884,the+lord+of+the+rings+the+two+towers+2002,4
2023-11-29 20:11:19,542517,one+flew+over+the+cuckoos+nest+1975,4
2023-11-29 20:11:20,558705,terror+in+a+texas+town+1958,2
2023-11-29 20:11:20,345553,bereavement+2010,3
2023-11-29 20:11:20,577627,whiplash+2014,5
2023-11-29 20:11:20,90518,the+chambermaid+on+the+titanic+1997,4
2023-11-29 20:11:20,503305,the+outsider+2014,3
2023-11-29 20:11:20,680492,charlie+chan+in+rio+1941,3
2023-11-29 20:11:21,376202,vinyl+2000,4
2023-11-29 20:11:21,137223,kon-tiki+2012,4
2023-11-29 20:11:21,185481,the+lord+of+the+rings+the+return+of+the+king+2003,4
2023-11-29 20:11:21,720544,the+lord+of+the+rings+the+two+towers+2002,5
2023-11-29 20:11:21,120251,the+secret+world+of+arrietty+2010,4
2023-11-29 20:11:21,644250,the+lord+of+the+rings+the+return+of+the+king+2003,5
2023-11-29 20:11:21,179911,the+turin+horse+2011,4
2023-11-29 20:11:22,349512,predators+2010,3
2023-11-29 20:11:22,541940,the+lord+of+the+rings+the+two+towers+2002,4
2023-11-29 20:11:22,574182,papillon+1973,4
2023-11-29 20:11:22,123848,open+windows+2014,3
2023-11-29 20:11:22,91069,a+history+of+violence+2005,3
2023-11-29 20:11:22,370178,ararat+2002,3
2023-11-29 20:11:23,490054,the+spy+in+black+1939,4
2023-11-29 20:11:23,265195,apollo+13+1995,4
2023-11-29 20:11:23,5476,the+lord+of+the+rings+the+two+towers+2002,5
2023-11-29 20:11:23,171145,whiplash+2014,4
2023-11-29 20:11:23,488944,an+extremely+goofy+movie+2000,3
2023-11-29 20:11:23,295310,harry+potter+and+the+philosophers+stone+2001,4
2023-11-29 20:11:23,583291,the+state+of+things+1982,3
2023-11-29 20:11:24,113996,i+am+michael+2015,3
2023-11-29 20:11:24,258383,silent+night_+deadly+night+1984,4
2023-11-29 20:11:24,293117,battlestar+galactica+razor+2007,4
2023-11-29 20:11:24,378334,pretty+things+2001,3
2023-11-29 20:11:25,163749,men+in+hope+2011,3
2023-11-29 20:11:25,631596,the+lord+of+the+rings+the+two+towers+2002,5
2023-11-29 20:11:25,109801,the+lord+of+the+rings+the+two+towers+2002,5
2023-11-29 20:11:25,403507,the+purge+anarchy+2014,4
2023-11-29 20:11:25,668037,double+trouble+1992,4
2023-11-29 20:11:25,57581,ice+age+continental+drift+2012,5
2023-11-29 20:11:26,708741,past+midnight+1991,3
2023-11-29 20:11:26,421898,shadowing+the+third+man+2004,4
2023-11-29 20:11:26,188951,goodfellas+1990,4
2023-11-29 20:11:26,27943,the+lord+of+the+rings+the+return+of+the+king+2003,5
2023-11-29 20:11:26,295980,the+philadelphia+story+1940,5
2023-11-29 20:11:26,314522,the+king+of+fighters+2009,3
2023-11-29 20:11:26,593849,battlestar+galactica+razor+2007,4
2023-11-29 20:11:26,320138,austin+powers+international+man+of+mystery+1997,2
2023-11-29 20:11:27,320653,up+2009,4
2023-11-29 20:11:27,78866,the+lord+of+the+rings+the+return+of+the+king+2003,4
2023-11-29 20:11:27,208686,russkies+1987,4
2023-11-29 20:11:27,705692,election+2+2006,5
2023-11-29 20:11:27,714108,pulp+fiction+1994,5
2023-11-29 20:11:27,585039,saraband+2003,4
2023-11-29 20:11:27,473198,independence+day+1996,3
2023-11-29 20:11:28,165921,the+mission+1999,4
2023-11-29 20:11:28,472224,one+flew+over+the+cuckoos+nest+1975,4
2023-11-29 20:11:28,355915,the+lord+of+the+rings+the+two+towers+2002,5
2023-11-29 20:11:28,475607,odd+obsession+1959,3
2023-11-29 20:11:28,135048,enemy+at+the+gates+2001,3
2023-11-29 20:11:28,428351,the+underground+comedy+movie+1999,4
2023-11-29 20:11:28,768740,why+worry+1923,4
2023-11-29 20:11:28,209350,the+ninth+gate+1999,3
2023-11-29 20:11:28,217142,the+amazing+spider-man+2012,4
2023-11-29 20:11:29,37639,one+flew+over+the+cuckoos+nest+1975,5
2023-11-29 20:11:29,474949,entre+nos+2009,3
2023-11-29 20:11:29,330401,one+flew+over+the+cuckoos+nest+1975,5
2023-11-29 20:11:29,682565,star+wars+1977,4
2023-11-29 20:11:29,562566,belovedfriend+1999,3
2023-11-29 20:11:29,536986,the+secret+world+of+arrietty+2010,4
2023-11-29 20:11:29,764956,the+h-man+1958,3
2023-11-29 20:11:30,330349,the+godfather+1972,4
2023-11-29 20:11:30,313045,wisconsin+death+trip+1999,3
2023-11-29 20:11:30,21843,close+encounters+of+the+third+kind+1977,3
2023-11-29 20:11:30,479068,buffalo+bill+and+the+indians_+or+sitting+bulls+history+lesson+1976,3
2023-11-29 20:11:30,81107,i+due+carabinieri+1984,4
2023-11-29 20:11:30,382329,elevator+to+the+gallows+1958,3
2023-11-29 20:11:31,273740,crazy+safari+1991,2
2023-11-29 20:11:31,785728,the+lord+of+the+rings+the+two+towers+2002,5
2023-11-29 20:11:31,475388,skyfall+2012,5
2023-11-29 20:11:31,229459,night+of+the+living+dead+1968,3
2023-11-29 20:11:31,62038,pulp+fiction+1994,4
2023-11-29 20:11:31,758676,the+breakfast+club+1985,4
2023-11-29 20:11:32,606453,the+end+of+america+2008,3
2023-11-29 20:11:32,797670,miss+meadows+2014,4
2023-11-29 20:11:32,51171,veijarit+2010,2
2023-11-29 20:11:32,190485,archangel+2005,3
2023-11-29 20:11:32,443932,terminator+2+judgment+day+1991,5
2023-11-29 20:11:33,463262,blackadders+christmas+carol+1988,5
2023-11-29 20:11:33,175912,whiplash+2014,3
2023-11-29 20:11:33,620667,inception+2010,4
2023-11-29 20:11:33,632126,the+lord+of+the+rings+the+return+of+the+king+2003,4
2023-11-29 20:11:33,432681,one+flew+over+the+cuckoos+nest+1975,5
2023-11-29 20:11:33,526353,the+lord+of+the+rings+the+return+of+the+king+2003,4
2023-11-29 20:11:33,393970,saving+private+ryan+1998,4
2023-11-29 20:11:34,775052,neighbors+1981,3
2023-11-29 20:11:34,89944,four+weddings+and+a+funeral+1994,4
2023-11-29 20:11:34,413052,san+francisco+1936,4
2023-11-29 20:11:34,786671,seven+samurai+1954,3
2023-11-29 20:11:34,287543,bandits+2001,4
2023-11-29 20:11:35,442798,leon+the+professional+1994,5
2023-11-29 20:11:35,715495,green+ice+1981,4
2023-11-29 20:11:35,240115,interstellar+2014,4
2023-11-29 20:11:35,399686,geronimo+an+american+legend+1993,4
2023-11-29 20:11:35,463385,zazie+dans+le+mtro+1960,3
2023-11-29 20:11:35,782851,black+white++gray+a+portrait+of+sam+wagstaff+and+robert+mapplethorpe+2007,3
2023-11-29 20:11:35,392675,dr.+horribles+sing-along+blog+2008,4
2023-11-29 20:11:35,39507,pulp+fiction+1994,4
2023-11-29 20:11:35,476988,interstellar+2014,3
2023-11-29 20:11:35,214260,the+taming+of+the+shrew+1967,5
2023-11-29 20:11:36,81188,count+dracula+1970,3
2023-11-29 20:11:36,308715,terminator+2+judgment+day+1991,4
2023-11-29 20:11:36,144797,illegal+1955,3
2023-11-29 20:11:36,34853,american+hustle+2013,3
2023-11-29 20:11:36,731761,insurgent+2015,3
2023-11-29 20:11:36,800391,aileen+wuornos+the+selling+of+a+serial+killer+1992,3
2023-11-29 20:11:36,571465,the+lord+of+the+rings+the+two+towers+2002,5
2023-11-29 20:11:36,423776,one+flew+over+the+cuckoos+nest+1975,5
2023-11-29 20:11:37,108780,trilogy+of+terror+1975,4
2023-11-29 20:11:38,596977,maleficent+2014,3
2023-11-29 20:11:38,432294,six-string+samurai+1998,5
2023-11-29 20:11:38,285833,alice+in+wonderland+1951,3
2023-11-29 20:11:38,292071,the+lord+of+the+rings+the+two+towers+2002,4
2023-11-29 20:11:38,157135,the+story+of+us+1999,4
2023-11-29 20:11:38,546172,the+dead+zone+1983,4
2023-11-29 20:11:38,83950,the+arrival+1996,4
2023-11-29 20:11:38,774923,kill+bill+vol.+1+2003,4
2023-11-29 20:11:39,499530,snow+white+and+the+seven+dwarfs+1937,4
2023-11-29 20:11:39,435678,a+day+in+the+country+1936,4
2023-11-29 20:11:39,92105,the+little+girl+who+lives+down+the+lane+1976,4
2023-11-29 20:11:39,796591,irene+in+time+2009,4
2023-11-29 20:11:39,440816,loutremangeur+2002,5
2023-11-29 20:11:39,795252,constantine+2005,4
2023-11-29 20:11:39,722453,whiplash+2014,4
2023-11-29 20:11:39,688502,marc+maron+thinky+pain+2013,3
2023-11-29 20:11:40,512953,lady+and+the+tramp+1955,4
2023-11-29 20:11:40,680160,young+mr.+lincoln+1939,3
2023-11-29 20:11:40,199061,moonrise+1948,4
2023-11-29 20:11:40,159102,neighbours+1952,3
2023-11-29 20:11:40,247300,the+lord+of+the+rings+the+two+towers+2002,4
2023-11-29 20:11:40,333513,gran+torino+2008,4
2023-11-29 20:11:40,68119,whiplash+2014,5
2023-11-29 20:11:41,248041,passion+flower+1930,4
2023-11-29 20:11:41,266222,jesse+stone+stone+cold+2005,3
2023-11-29 20:11:41,475290,the+lord+of+the+rings+the+return+of+the+king+2003,4
2023-11-29 20:11:41,232315,toy+story+2+1999,4
2023-11-29 20:11:41,89535,pulp+fiction+1994,4
2023-11-29 20:11:41,757873,dragon+ball+z+broly+-+the+legendary+super+saiyan+1993,3
2023-11-29 20:11:41,586247,grown+up+movie+star+2009,4
2023-11-29 20:11:41,374791,aliens+1986,5
2023-11-29 20:11:41,648026,easy+rider+1969,5
2023-11-29 20:11:42,234606,e.t.+the+extra-terrestrial+1982,4
2023-11-29 20:11:42,304866,my+neighbor+totoro+1988,4
2023-11-29 20:11:42,672030,sling+blade+1996,4
2023-11-29 20:11:42,354310,alien+1979,4
2023-11-29 20:11:42,357987,the+lord+of+the+rings+the+two+towers+2002,5
2023-11-29 20:11:42,357103,the+intouchables+2011,4
2023-11-29 20:11:42,688702,the+jungle+book+1967,5
2023-11-29 20:11:42,185540,kick-ass+2+2013,3
2023-11-29 20:11:43,283820,the+matrix+1999,4
2023-11-29 20:11:43,280397,the+lord+of+the+rings+the+return+of+the+king+2003,3
2023-11-29 20:11:43,71120,the+great+train+robbery+1903,4
2023-11-29 20:11:43,288969,the+lord+of+the+rings+the+two+towers+2002,4
2023-11-29 20:11:43,147845,the+ladykillers+1955,5
2023-11-29 20:11:44,348267,ghost+in+the+shell+1995,4
2023-11-29 20:11:44,516227,se7en+1995,4
2023-11-29 20:11:44,76380,toy+story+2+1999,5
2023-11-29 20:11:44,4774,fail-safe+1964,4
2023-11-29 20:11:44,252073,off+the+map+2003,3
2023-11-29 20:11:44,527209,the+lord+of+the+rings+the+two+towers+2002,4
2023-11-29 20:11:44,300461,kops+2003,5
2023-11-29 20:11:45,647961,the+groove+tube+1974,4
2023-11-29 20:11:45,634167,interstellar+2014,5
2023-11-29 20:11:45,343500,sixteen+candles+1984,5
2023-11-29 20:11:46,349765,jim+norton+please+be+offended+2012,3
2023-11-29 20:11:46,393043,desert+flower+2009,4
2023-11-29 20:11:46,154283,she+gods+of+shark+reef+1958,3
2023-11-29 20:11:46,730613,bullet+in+the+head+1990,4
2023-11-29 20:11:46,674905,monty+python+and+the+holy+grail+1975,5
2023-11-29 20:11:46,504132,head+above+water+1996,3
2023-11-29 20:11:46,439095,inglourious+basterds+2009,5
2023-11-29 20:11:47,354906,dial+m+for+murder+1954,4
2023-11-29 20:11:47,470778,aloft+2014,3
2023-11-29 20:11:47,145628,in+the+name+of+the+law+1949,3
2023-11-29 20:11:47,706264,the+lord+of+the+rings+the+two+towers+2002,4
2023-11-29 20:11:47,291879,humanity+and+paper+balloons+1937,4
2023-11-29 20:11:47,383229,the+slingshot+1993,3
2023-11-29 20:11:48,321297,the+lord+of+the+rings+the+two+towers+2002,5
2023-11-29 20:11:48,608118,the+hunt+for+red+october+1990,5
2023-11-29 20:11:48,209707,yours_+mine++ours+2005,3
2023-11-29 20:11:48,287776,memories+of+murder+2003,4
2023-11-29 20:11:48,467649,the+lord+of+the+rings+the+return+of+the+king+2003,4
2023-11-29 20:11:49,253915,the+great+debaters+2007,4
2023-11-29 20:11:49,219013,w.+2008,4
2023-11-29 20:11:49,629300,the+lord+of+the+rings+the+two+towers+2002,4
2023-11-29 20:11:49,248409,seven+samurai+1954,4
2023-11-29 20:11:50,172094,grey+gardens+2009,4
2023-11-29 20:11:50,357443,one+flew+over+the+cuckoos+nest+1975,4
2023-11-29 20:11:50,4453,l.a.+story+1991,4
2023-11-29 20:11:50,201557,ratcatcher+1999,4
2023-11-29 20:11:50,496688,love+wrecked+2005,3
2023-11-29 20:11:51,148855,being+john+malkovich+1999,3
2023-11-29 20:11:51,803898,santa+claus+is+a+stinker+1982,4
2023-11-29 20:11:51,696188,you+can+count+on+me+2000,5
2023-11-29 20:11:51,524142,persuasion+2007,4
2023-11-29 20:11:51,137342,the+lord+of+the+rings+the+return+of+the+king+2003,5
2023-11-29 20:11:52,3150,whiplash+2014,5
2023-11-29 20:11:52,658151,the+lord+of+the+rings+the+two+towers+2002,5
2023-11-29 20:11:52,243614,the+imitation+game+2014,4
2023-11-29 20:11:52,650567,inception+2010,3
2023-11-29 20:11:52,490898,gladiator+2000,4
2023-11-29 20:11:52,308069,the+man+who+fell+to+earth+1976,4
2023-11-29 20:11:52,299688,the+lord+of+the+rings+the+two+towers+2002,5
2023-11-29 20:11:53,271073,cheech++chong+get+out+of+my+room+1985,4
2023-11-29 20:11:53,549394,one+flew+over+the+cuckoos+nest+1975,5
2023-11-29 20:11:53,208303,buddies+2012,4
2023-11-29 20:11:53,346016,monsters_+inc.+2001,4
2023-11-29 20:11:53,313205,whiplash+2014,4
2023-11-29 20:11:53,12671,iron+man+2008,4
2023-11-29 20:11:53,362598,the+lord+of+the+rings+the+two+towers+2002,4
2023-11-29 20:11:54,744944,my+neighbor+totoro+1988,4
2023-11-29 20:11:54,219442,true+heart+1999,3
2023-11-29 20:11:54,518358,the+green+mile+1999,4
2023-11-29 20:11:54,394459,the+lord+of+the+rings+the+two+towers+2002,4
2023-11-29 20:11:54,569795,crossroads+1986,4
2023-11-29 20:11:54,674074,big+hero+6+2014,4
2023-11-29 20:11:54,674992,hellboy+ii+the+golden+army+2008,3
2023-11-29 20:11:54,512821,julien+donkey-boy+1999,4
2023-11-29 20:11:55,298812,some+like+it+hot+1959,3
2023-11-29 20:11:55,177521,whiplash+2014,4
2023-11-29 20:11:55,773439,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,3
2023-11-29 20:11:55,97944,cockneys+vs+zombies+2012,4
2023-11-29 20:11:55,663573,ice+age+dawn+of+the+dinosaurs+2009,4
2023-11-29 20:11:56,150795,top+five+2014,3
2023-11-29 20:11:56,2709,54+1998,4
2023-11-29 20:11:56,778502,first+blood+1982,3
2023-11-29 20:11:57,510543,interstellar+2014,5
2023-11-29 20:11:57,388424,i+want+candy+2007,3
2023-11-29 20:11:57,185844,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,5
2023-11-29 20:11:57,147703,fight+club+1999,4
2023-11-29 20:11:58,159392,say+it+isnt+so+2001,3
2023-11-29 20:11:58,89480,one+flew+over+the+cuckoos+nest+1975,4
2023-11-29 20:11:58,619476,monsters_+inc.+2001,5
2023-11-29 20:11:59,486020,21+up+1977,4
2023-11-29 20:11:59,319719,v+for+vendetta+2006,4
2023-11-29 20:11:59,537013,saving+private+ryan+1998,4
2023-11-29 20:12:00,259601,ratatouille+2007,4
2023-11-29 20:12:00,132961,the+lion+king+1994,5
2023-11-29 20:12:00,615006,pulp+fiction+1994,4
2023-11-29 20:12:01,703182,into+the+abyss+2011,4
2023-11-29 20:12:01,699130,how+to+train+your+dragon+2+2014,5
2023-11-29 20:12:01,228077,miss+bala+2011,4
2023-11-29 20:12:01,478548,the+woman+who+drinks+2001,4
2023-11-29 20:12:01,792717,the+lord+of+the+rings+the+two+towers+2002,4
2023-11-29 20:12:01,138841,wreck-it+ralph+2012,3
2023-11-29 20:12:01,152250,the+story+of+marie+and+julien+2003,4
2023-11-29 20:12:02,384364,pulp+fiction+1994,4
2023-11-29 20:12:02,332058,the+lord+of+the+rings+the+two+towers+2002,4
2023-11-29 20:12:02,400193,floods+of+fear+1958,3
2023-11-29 20:12:02,325401,a+raisin+in+the+sun+2008,2
2023-11-29 20:12:02,278181,the+cove+2009,4
2023-11-29 20:12:02,537269,ghostbusters+1984,4
2023-11-29 20:12:02,698423,the+lord+of+the+rings+the+two+towers+2002,5
2023-11-29 20:12:02,76633,metropolitan+1990,5
2023-11-29 20:12:02,454834,vincent+1982,3
2023-11-29 20:12:03,102865,willy+wonka++the+chocolate+factory+1971,3
2023-11-29 20:12:03,310787,the+day+the+earth+stood+still+1951,4
2023-11-29 20:12:03,66240,the+lord+of+the+rings+the+two+towers+2002,5
2023-11-29 20:12:03,399800,the+incredible+hulk+2008,5
2023-11-29 20:12:03,157422,all+the+presidents+men+1976,4
2023-11-29 20:12:03,373947,the+hunger+games+mockingjay+-+part+1+2014,3
2023-11-29 20:12:04,166402,the+gospel+of+judas+2006,2
2023-11-29 20:12:04,596368,the+lord+of+the+rings+the+two+towers+2002,3
2023-11-29 20:12:04,164069,el+dorado+1966,4
2023-11-29 20:12:04,727643,one+flew+over+the+cuckoos+nest+1975,5
2023-11-29 20:12:04,374260,a+chinese+ghost+story+1987,4
2023-11-29 20:12:05,767984,bill+hicks+relentless+1992,4
2023-11-29 20:12:05,232139,the+green+mile+1999,5
2023-11-29 20:12:05,453456,winnie+the+pooh+2011,4
2023-11-29 20:12:05,568209,lust+for+gold+1949,3
2023-11-29 20:12:06,561135,night+at+the+museum+2006,2
2023-11-29 20:12:06,274031,chris+rock+bigger++blacker+1999,3
2023-11-29 20:12:06,73245,grey+gardens+1975,4
2023-11-29 20:12:06,544713,forgetting+the+girl+2012,3
2023-11-29 20:12:06,306461,the+doom+generation+1995,3
2023-11-29 20:12:06,747724,harry+potter+and+the+deathly+hallows+part+1+2010,5
2023-11-29 20:12:06,233045,time+masters+1982,4
2023-11-29 20:12:06,584899,the+lord+of+the+rings+the+two+towers+2002,5
2023-11-29 20:12:06,381080,the+miracle+of+morgans+creek+1944,4
2023-11-29 20:12:06,185750,the+pruitt-igoe+myth+2012,4
2023-11-29 20:12:07,179550,rules+of+engagement+2000,4
2023-11-29 20:12:07,20415,darfur+now+2007,4
2023-11-29 20:12:07,216691,the+preachers+wife+1996,2
2023-11-29 20:12:07,113825,pulp+fiction+1994,3
2023-11-29 20:12:07,429051,interstellar+2014,3
2023-11-29 20:12:07,201719,wings+of+hope+2000,4
2023-11-29 20:12:07,42211,luca_+luca+2003,3
2023-11-29 20:12:07,766981,pulp+fiction+1994,5
2023-11-29 20:12:07,314416,fetching+cody+2005,2
2023-11-29 20:12:07,50849,cat+people+1982,3
2023-11-29 20:12:07,243887,spirited+away+2001,4
2023-11-29 20:12:08,139409,seas+beneath+1931,4
2023-11-29 20:12:08,186950,highlander+the+search+for+vengeance+2007,3
2023-11-29 20:12:08,393117,whiplash+2014,5
2023-11-29 20:12:08,789423,whisper+of+the+heart+1995,4
2023-11-29 20:12:08,392962,iron+man+3+2013,3
2023-11-29 20:12:08,450884,the+lord+of+the+rings+the+return+of+the+king+2003,4
2023-11-29 20:12:08,72845,who+framed+roger+rabbit+1988,3
2023-11-29 20:12:08,534776,the+lion+king+1994,5
2023-11-29 20:12:08,758882,genghis+khan+1965,3
2023-11-29 20:12:08,600045,the+shawshank+redemption+1994,5
2023-11-29 20:12:09,682724,the+crimson+permanent+assurance+1983,3
2023-11-29 20:12:09,546585,seven+samurai+1954,5
2023-11-29 20:12:09,525339,snowball+express+1972,3
2023-11-29 20:12:09,710158,insomnia+2002,4
2023-11-29 20:12:09,753634,the+breath+2009,3
2023-11-29 20:12:10,754096,the+shawshank+redemption+1994,5
2023-11-29 20:12:10,687097,the+lord+of+the+rings+the+two+towers+2002,4
2023-11-29 20:12:10,642503,interstellar+2014,4
2023-11-29 20:12:10,421036,kulkuri+ja+joutsen+1999,3
2023-11-29 20:12:10,492159,robots+2005,2
2023-11-29 20:12:10,215560,the+lord+of+the+rings+the+two+towers+2002,4
2023-11-29 20:12:10,176172,beautiful+people+1999,5
2023-11-29 20:12:10,245209,defiance+2008,3
2023-11-29 20:12:10,803921,the+terminator+1984,3
2023-11-29 20:12:10,280061,past+midnight+1991,2
2023-11-29 20:12:10,225934,the+lord+of+the+rings+the+return+of+the+king+2003,5
2023-11-29 20:12:10,129062,interstellar+2014,5
2023-11-29 20:12:10,524148,star+wars+episode+iii+-+revenge+of+the+sith+2005,4
2023-11-29 20:12:11,779458,swastika+1974,3
2023-11-29 20:12:11,536984,the+lord+of+the+rings+the+two+towers+2002,5
2023-11-29 20:12:11,616822,dumbo+1941,4
2023-11-29 20:12:11,807983,kept+husbands+1931,4
2023-11-29 20:12:11,199908,the+yes+men+fix+the+world+2009,5
2023-11-29 20:12:11,165053,quantum+of+solace+2008,3
2023-11-29 20:12:11,761862,the+secret+world+of+arrietty+2010,4
2023-11-29 20:12:11,140332,iron+man+2008,4
2023-11-29 20:12:11,192492,bandaged+2009,3
2023-11-29 20:12:11,219106,crossroads+1986,3
2023-11-29 20:12:12,431828,the+dark+knight+2008,5
2023-11-29 20:12:12,601333,lake+of+fire+2006,4
2023-11-29 20:12:12,544202,siddhartha+1972,4
2023-11-29 20:12:12,703936,airplane+1980,3
2023-11-29 20:12:12,197630,the+lord+of+the+rings+the+return+of+the+king+2003,4
2023-11-29 20:12:12,780243,interstellar+2014,4
2023-11-29 20:12:12,149765,my+little+pony+equestria+girls+2013,3
2023-11-29 20:12:13,60983,whiplash+2014,3
2023-11-29 20:12:13,442825,one+flew+over+the+cuckoos+nest+1975,5
2023-11-29 20:12:14,234812,the+lord+of+the+rings+the+two+towers+2002,5
2023-11-29 20:12:14,701992,silent+light+2007,2
2023-11-29 20:12:14,693515,the+lord+of+the+rings+the+two+towers+2002,3
2023-11-29 20:12:14,536557,one+flew+over+the+cuckoos+nest+1975,4
2023-11-29 20:12:14,678722,the+lord+of+the+rings+the+return+of+the+king+2003,4
2023-11-29 20:12:14,476095,blind+fury+1989,4
2023-11-29 20:12:15,133476,a+man+called+adam+1966,4
2023-11-29 20:12:15,760323,oceans+eleven+2001,5
2023-11-29 20:12:15,726852,pulp+fiction+1994,5
2023-11-29 20:12:15,570963,batman+begins+2005,4
2023-11-29 20:12:15,451697,the+lord+of+the+rings+the+return+of+the+king+2003,5
2023-11-29 20:12:15,33550,the+lord+of+the+rings+the+return+of+the+king+2003,4
2023-11-29 20:12:15,19826,fight+club+1999,5
2023-11-29 20:12:16,404695,dreamchild+1985,4
2023-11-29 20:12:16,742139,the+twelve+tasks+of+asterix+1976,5
2023-11-29 20:12:16,339017,panic+button+2011,5
2023-11-29 20:12:16,613183,the+lord+of+the+rings+the+return+of+the+king+2003,5
2023-11-29 20:12:16,621970,patriot+games+1992,4
2023-11-29 20:12:17,463073,wishmaster+1997,2
2023-11-29 20:12:17,774077,jacobs+ladder+1990,3
2023-11-29 20:12:17,241975,one+flew+over+the+cuckoos+nest+1975,4
2023-11-29 20:12:17,627851,aziz+ansari+intimate+moments+for+a+sensual+evening+2010,4
2023-11-29 20:12:17,481089,pulp+fiction+1994,5
2023-11-29 20:12:17,86504,the+pinchcliffe+grand+prix+1975,4
2023-11-29 20:12:18,307320,true+blue+2001,4
2023-11-29 20:12:18,125104,interstellar+2014,3
2023-11-29 20:12:18,315989,father+of+the+bride+part+ii+1995,3
2023-11-29 20:12:18,779180,one+flew+over+the+cuckoos+nest+1975,4
2023-11-29 20:12:18,747426,city+for+conquest+1940,3
2023-11-29 20:12:18,642763,earthquake+1974,2
2023-11-29 20:12:18,235729,earth+vs.+the+spider+2001,4
2023-11-29 20:12:18,384773,zatichi+meets+yojimbo+1970,4
2023-11-29 20:12:18,390742,pulp+fiction+1994,4
2023-11-29 20:12:19,713911,the+lord+of+the+rings+the+two+towers+2002,4
2023-11-29 20:12:19,172080,earth+2007,4
2023-11-29 20:12:19,707945,king+of+new+york+1990,4
2023-11-29 20:12:19,137146,one+flew+over+the+cuckoos+nest+1975,4
2023-11-29 20:12:19,203525,from+the+clouds+to+the+resistance+1979,3
2023-11-29 20:12:19,481799,pulp+fiction+1994,3
2023-11-29 20:12:20,14359,don+q+son+of+zorro+1925,3
2023-11-29 20:12:20,442566,tracers+2015,5
2023-11-29 20:12:20,524029,ponyo+2008,4
2023-11-29 20:12:20,211039,cabin+fever+patient+zero+2014,4
2023-11-29 20:12:20,190542,gattaca+1997,4
2023-11-29 20:12:20,345932,korso+2014,4
2023-11-29 20:12:20,499942,indiana+jones+and+the+last+crusade+1989,5
2023-11-29 20:12:20,53298,kitchen+stories+2003,4
2023-11-29 20:12:21,400342,monday+2000,4
