timestamp,userid,movieid,minute_watched
1698607384248972266,2023-10-29T15:23:04,288297,interstellar+2014,39
1698607384248969082,2023-10-29T15:23:04,301105,the+lord+of+the+rings+the+two+towers+2002,163
1698607384248961376,2023-10-29T15:23:04,184935,interstellar+2014,135
1698607384248950901,2023-10-29T15:23:04,200227,pulp+fiction+1994,6
1698607384248934418,2023-10-29T15:23:04,573602,the+lord+of+the+rings+the+two+towers+2002,3
1698607384239349123,2023-10-29T15:23:04,425556,whiplash+2014,25
1698607384237589811,2023-10-29T15:23:04,357789,seven+samurai+1954,50
1698607384237585040,2023-10-29T15:23:04,99684,the+lord+of+the+rings+the+two+towers+2002,24
1698607384237579885,2023-10-29T15:23:04,504611,my+neighbor+totoro+1988,31
1698607384236126230,2023-10-29T15:23:04,157305,get+on+the+bus+1996,55
1698607384235894669,2023-10-29T15:23:04,498459,one+flew+over+the+cuckoos+nest+1975,9
1698607384235890638,2023-10-29T15:23:04,248496,the+avengers+2012,12
1698607384235886417,2023-10-29T15:23:04,332151,pulp+fiction+1994,23
1698607384234847856,2023-10-29T15:23:04,289990,hudson+hawk+1991,6
1698607384234844107,2023-10-29T15:23:04,80950,the+lord+of+the+rings+the+return+of+the+king+2003,68
1698607384234728159,2023-10-29T15:23:04,299288,the+lord+of+the+rings+the+two+towers+2002,60
1698607384234723982,2023-10-29T15:23:04,335786,captive+2004,12
1698607384232794115,2023-10-29T15:23:04,55733,the+lord+of+the+rings+the+return+of+the+king+2003,40
1698607384232696872,2023-10-29T15:23:04,408653,an+invisible+sign+2010,22
1698607384231026845,2023-10-29T15:23:04,31776,a+great+day+in+harlem+1994,40
1698607384231012149,2023-10-29T15:23:04,354579,interstellar+2014,10
1698607384231006819,2023-10-29T15:23:04,196518,whiplash+2014,22
1698607384230994205,2023-10-29T15:23:04,240278,one+flew+over+the+cuckoos+nest+1975,17
1698607384230989235,2023-10-29T15:23:04,198499,interstellar+2014,22
1698607384230986100,2023-10-29T15:23:04,164170,gone+girl+2014,36
1698607384230982027,2023-10-29T15:23:04,498464,interstellar+2014,136
1698607384230815448,2023-10-29T15:23:04,339939,the+dark+knight+2008,25
1698607384230810247,2023-10-29T15:23:04,471619,the+lord+of+the+rings+the+two+towers+2002,11
1698607384230805102,2023-10-29T15:23:04,214535,we+own+the+night+2007,24
1698607384228638460,2023-10-29T15:23:04,16832,city+zero+1989,52
1698607384228631265,2023-10-29T15:23:04,430698,the+lord+of+the+rings+the+two+towers+2002,13
1698607384228624408,2023-10-29T15:23:04,276382,the+lord+of+the+rings+the+return+of+the+king+2003,168
1698607384228618808,2023-10-29T15:23:04,442778,whiplash+2014,22
1698607384228605461,2023-10-29T15:23:04,371081,the+lord+of+the+rings+the+two+towers+2002,17
1698607384228599546,2023-10-29T15:23:04,505706,the+lord+of+the+rings+the+two+towers+2002,170
1698607384228592805,2023-10-29T15:23:04,380442,fight+club+1999,58
1698607384228587678,2023-10-29T15:23:04,151485,rising+sun+1993,28
1698607384228487347,2023-10-29T15:23:04,410925,my+neighbor+totoro+1988,57
1698607384228481861,2023-10-29T15:23:04,509623,the+hudsucker+proxy+1994,31
1698607384228476836,2023-10-29T15:23:04,217355,the+lord+of+the+rings+the+two+towers+2002,39
1698607384224299756,2023-10-29T15:23:04,279717,the+lord+of+the+rings+the+two+towers+2002,9
1698607384224296037,2023-10-29T15:23:04,167699,life+and+debt+2003,33
1698607384224198391,2023-10-29T15:23:04,207610,the+lord+of+the+rings+the+two+towers+2002,125
1698607384224178471,2023-10-29T15:23:04,50395,heimat+a+chronicle+of+germany+1984,16
1698607384220572149,2023-10-29T15:23:04,20108,the+lord+of+the+rings+the+return+of+the+king+2003,40
1698607384219932990,2023-10-29T15:23:04,21970,geronimo+an+american+legend+1993,30
1698607384219905220,2023-10-29T15:23:04,298396,whiplash+2014,12
1698607384219898022,2023-10-29T15:23:04,202185,pulp+fiction+1994,7
1698607384219870712,2023-10-29T15:23:04,55454,the+orphanage+2007,31
1698607384219865186,2023-10-29T15:23:04,242509,my+neighbor+totoro+1988,47
1698607384219860222,2023-10-29T15:23:04,553939,my+neighbor+totoro+1988,45
1698607384219855881,2023-10-29T15:23:04,377274,the+lord+of+the+rings+the+two+towers+2002,9
1698607384219679534,2023-10-29T15:23:04,196799,one+flew+over+the+cuckoos+nest+1975,32
1698607384219671317,2023-10-29T15:23:04,215657,whiplash+2014,90
1698607384219664492,2023-10-29T15:23:04,461177,the+lord+of+the+rings+the+two+towers+2002,136
1698607384215152446,2023-10-29T15:23:04,301031,whisper+2007,43
1698607384215146268,2023-10-29T15:23:04,170676,into+the+woods+1991,38
1698607384214963093,2023-10-29T15:23:04,292813,the+lord+of+the+rings+the+two+towers+2002,35
1698607384214954467,2023-10-29T15:23:04,393559,whos+singin+over+there+1980,37
1698607384210370153,2023-10-29T15:23:04,537973,the+lord+of+the+rings+the+two+towers+2002,77
1698607384210363471,2023-10-29T15:23:04,435574,the+lord+of+the+rings+the+return+of+the+king+2003,163
1698607384210358332,2023-10-29T15:23:04,316089,the+lord+of+the+rings+the+return+of+the+king+2003,102
1698607384210353928,2023-10-29T15:23:04,415005,the+lord+of+the+rings+the+two+towers+2002,28
1698607384210324719,2023-10-29T15:23:04,471429,pulp+fiction+1994,10
1698607384210148514,2023-10-29T15:23:04,263170,pulp+fiction+1994,122
1698607384210132423,2023-10-29T15:23:04,515586,alice+in+wonderland+2010,25
1698607384210120253,2023-10-29T15:23:04,230487,whiplash+2014,61
1698607384210107033,2023-10-29T15:23:04,262582,the+romantic+englishwoman+1975,97
1698607384205525726,2023-10-29T15:23:04,69428,who+killed+bambi+2003,25
1698607384205520478,2023-10-29T15:23:04,32386,mouchette+1967,9
1698607384205385499,2023-10-29T15:23:04,498996,the+lord+of+the+rings+the+two+towers+2002,115
1698607384205380255,2023-10-29T15:23:04,528927,seven+samurai+1954,198
1698607384202504187,2023-10-29T15:23:04,347344,the+chumscrubber+2005,74
1698607384202431496,2023-10-29T15:23:04,166753,the+lord+of+the+rings+the+return+of+the+king+2003,49
1698607384199677397,2023-10-29T15:23:04,59981,seven+samurai+1954,14
1698607384199674757,2023-10-29T15:23:04,306559,the+shawshank+redemption+1994,30
1698607384199671922,2023-10-29T15:23:04,345782,the+lord+of+the+rings+the+return+of+the+king+2003,13
1698607384199652674,2023-10-29T15:23:04,280685,interstellar+2014,128
1698607384199641733,2023-10-29T15:23:04,165412,independence+day+1996,65
1698607384199632548,2023-10-29T15:23:04,169689,one+flew+over+the+cuckoos+nest+1975,17
1698607384199626716,2023-10-29T15:23:04,136178,tale+of+the+mummy+1998,68
1698607384196977659,2023-10-29T15:23:04,212151,whiplash+2014,86
1698607384195941995,2023-10-29T15:23:04,563307,the+lord+of+the+rings+the+two+towers+2002,85
1698607384195731934,2023-10-29T15:23:04,450796,the+lord+of+the+rings+the+return+of+the+king+2003,201
1698607384193483381,2023-10-29T15:23:04,284548,the+deer+hunter+1978,12
1698607384193475161,2023-10-29T15:23:04,275876,the+lord+of+the+rings+the+return+of+the+king+2003,12
1698607384193447363,2023-10-29T15:23:04,571035,seven+samurai+1954,142
1698607384193443950,2023-10-29T15:23:04,78368,southern+district+2009,95
1698607384193439721,2023-10-29T15:23:04,487547,uncle+nino+2003,84
1698607384193254537,2023-10-29T15:23:04,130272,the+lord+of+the+rings+the+return+of+the+king+2003,109
1698607384193249976,2023-10-29T15:23:04,310906,raging+bull+1980,62
1698607384193244712,2023-10-29T15:23:04,530920,the+lord+of+the+rings+the+return+of+the+king+2003,4
1698607384190182076,2023-10-29T15:23:04,33279,my+neighbor+totoro+1988,6
1698607384190177076,2023-10-29T15:23:04,377270,the+lord+of+the+rings+the+two+towers+2002,4
1698607384190030900,2023-10-29T15:23:04,238726,leon+the+professional+1994,81
1698607384187711857,2023-10-29T15:23:04,400452,anchors+aweigh+1945,73
1698607384187703722,2023-10-29T15:23:04,440727,lamerica+1994,93
1698607384187700284,2023-10-29T15:23:04,418950,the+hobbit+the+battle+of+the+five+armies+2014,78
1698607384187692500,2023-10-29T15:23:04,368600,the+lord+of+the+rings+the+two+towers+2002,66
1698607384187689925,2023-10-29T15:23:04,384517,the+lord+of+the+rings+the+return+of+the+king+2003,82
1698607384187686796,2023-10-29T15:23:04,70187,interstellar+2014,143
1698607384187684201,2023-10-29T15:23:04,275969,when+heroes+lie+2012,82
1698607384187605213,2023-10-29T15:23:04,73077,the+avengers+2012,114
1698607384187602086,2023-10-29T15:23:04,485865,the+lord+of+the+rings+the+return+of+the+king+2003,108
1698607384187599168,2023-10-29T15:23:04,520953,the+lord+of+the+rings+the+two+towers+2002,89
1698607384184722236,2023-10-29T15:23:04,54294,angels+in+america+2003,234
1698607384183749136,2023-10-29T15:23:04,320130,the+lord+of+the+rings+the+return+of+the+king+2003,103
1698607384182237240,2023-10-29T15:23:04,119095,the+lord+of+the+rings+the+return+of+the+king+2003,53
1698607384182229535,2023-10-29T15:23:04,83995,bill+hicks+relentless+1992,8
1698607384182223960,2023-10-29T15:23:04,141861,the+lord+of+the+rings+the+two+towers+2002,139
1698607384179001745,2023-10-29T15:23:04,377431,the+monitors+1969,11
1698607384178995744,2023-10-29T15:23:04,342611,seven+samurai+1954,108
1698607384178858199,2023-10-29T15:23:04,188977,citizenfour+2014,67
1698607384178192081,2023-10-29T15:23:04,536384,calvary+2014,96
1698607384178187678,2023-10-29T15:23:04,416991,seven+samurai+1954,85
1698607384178084498,2023-10-29T15:23:04,368961,the+lord+of+the+rings+the+two+towers+2002,93
1698607384178079126,2023-10-29T15:23:04,185202,the+lord+of+the+rings+the+two+towers+2002,66
1698607384175227819,2023-10-29T15:23:04,18160,the+tenant+of+wildfell+hall+1997,51
1698607384175187715,2023-10-29T15:23:04,374398,one+flew+over+the+cuckoos+nest+1975,88
1698607384175176822,2023-10-29T15:23:04,29651,one+flew+over+the+cuckoos+nest+1975,69
1698607384175164502,2023-10-29T15:23:04,274365,rain+man+1988,112
1698607384175156026,2023-10-29T15:23:04,91190,one+flew+over+the+cuckoos+nest+1975,85
1698607384175134673,2023-10-29T15:23:04,344912,the+spongebob+movie+sponge+out+of+water+2015,9
1698607384175127411,2023-10-29T15:23:04,9715,the+lord+of+the+rings+the+return+of+the+king+2003,146
1698607384175122489,2023-10-29T15:23:04,469275,seven+samurai+1954,29
1698607384175110854,2023-10-29T15:23:04,5788,hellboy+ii+the+golden+army+2008,115
1698607384174801433,2023-10-29T15:23:04,557251,the+lord+of+the+rings+the+return+of+the+king+2003,200
1698607384174794894,2023-10-29T15:23:04,161690,whiplash+2014,17
1698607384174787992,2023-10-29T15:23:04,389304,detention+2011,59
1698607384166386712,2023-10-29T15:23:04,125356,an+angel+at+my+table+1990,36
1698607384163936024,2023-10-29T15:23:04,529531,the+lord+of+the+rings+the+two+towers+2002,102
1698607384163931102,2023-10-29T15:23:04,284818,the+lord+of+the+rings+the+two+towers+2002,70
1698607384163920984,2023-10-29T15:23:04,523567,pulp+fiction+1994,42
1698607384163606493,2023-10-29T15:23:04,42048,southern+comfort+1981,91
1698607384163599429,2023-10-29T15:23:04,79359,scarface+1983,105
1698607384163593905,2023-10-29T15:23:04,105960,treasure+island+1950,68
1698607384161562205,2023-10-29T15:23:04,272363,pulp+fiction+1994,93
1698607384161557994,2023-10-29T15:23:04,331268,the+lord+of+the+rings+the+two+towers+2002,66
1698607384161328221,2023-10-29T15:23:04,96201,colombiana+2011,46
1698607384155046470,2023-10-29T15:23:04,570516,pulp+fiction+1994,52
1698607384155041992,2023-10-29T15:23:04,478201,pulp+fiction+1994,118
1698607384155036686,2023-10-29T15:23:04,136469,pulp+fiction+1994,62
1698607384154849533,2023-10-29T15:23:04,523087,one+flew+over+the+cuckoos+nest+1975,114
1698607384154841513,2023-10-29T15:23:04,308427,the+lord+of+the+rings+the+two+towers+2002,53
1698607384154834577,2023-10-29T15:23:04,481438,whiplash+2014,4
1698607384151726649,2023-10-29T15:23:04,86608,star+wars+1977,91
1698607384151723311,2023-10-29T15:23:04,7357,the+hobbit+an+unexpected+journey+2012,87
1698607384151720618,2023-10-29T15:23:04,387346,interstellar+2014,127
1698607384151631061,2023-10-29T15:23:04,6632,dogville+2003,76
1698607384151627264,2023-10-29T15:23:04,337907,the+lord+of+the+rings+the+two+towers+2002,49
1698607384151623690,2023-10-29T15:23:04,191440,seven+samurai+1954,58
1698607384150744953,2023-10-29T15:23:04,341302,interstellar+2014,94
1698607384150740243,2023-10-29T15:23:04,242789,the+lord+of+the+rings+the+two+towers+2002,66
1698607384150735026,2023-10-29T15:23:04,332644,rurouni+kenshin+2012,24
1698607384150617592,2023-10-29T15:23:04,166567,the+lord+of+the+rings+the+return+of+the+king+2003,96
1698607384150611834,2023-10-29T15:23:04,459887,the+lord+of+the+rings+the+two+towers+2002,29
1698607384150605933,2023-10-29T15:23:04,446562,the+lord+of+the+rings+the+two+towers+2002,36
1698607384142181609,2023-10-29T15:23:04,519559,the+lord+of+the+rings+the+return+of+the+king+2003,176
1698607384142012096,2023-10-29T15:23:04,24318,the+lord+of+the+rings+the+two+towers+2002,65
1698607384138274544,2023-10-29T15:23:04,133288,the+lord+of+the+rings+the+two+towers+2002,150
1698607384138268910,2023-10-29T15:23:04,336490,the+front+page+1931,100
1698607384138263990,2023-10-29T15:23:04,321320,one+flew+over+the+cuckoos+nest+1975,29
1698607384138259531,2023-10-29T15:23:04,515303,the+lord+of+the+rings+the+return+of+the+king+2003,63
1698607384138180002,2023-10-29T15:23:04,225615,pulp+fiction+1994,155
1698607384138176745,2023-10-29T15:23:04,120603,whiplash+2014,48
1698607384138174073,2023-10-29T15:23:04,254347,the+lord+of+the+rings+the+two+towers+2002,59
1698607384135660938,2023-10-29T15:23:04,477736,whiplash+2014,3
1698607384135569922,2023-10-29T15:23:04,205096,the+lord+of+the+rings+the+return+of+the+king+2003,187
1698607384134771731,2023-10-29T15:23:04,401743,the+lord+of+the+rings+the+return+of+the+king+2003,125
1698607384134765048,2023-10-29T15:23:04,82109,interstellar+2014,33
1698607384134756246,2023-10-29T15:23:04,169471,the+lord+of+the+rings+the+two+towers+2002,24
1698607384134748517,2023-10-29T15:23:04,164278,a+season+for+miracles+1999,32
1698607384134743716,2023-10-29T15:23:04,71973,the+lord+of+the+rings+the+two+towers+2002,159
1698607384134739392,2023-10-29T15:23:04,102711,the+olsen+gang+1968,18
1698607384134678191,2023-10-29T15:23:04,106377,interstellar+2014,67
1698607384134670469,2023-10-29T15:23:04,291300,at+play+in+the+fields+of+the+lord+1991,59
1698607384134660157,2023-10-29T15:23:04,297843,the+ghost+1963,68
1698607384134653788,2023-10-29T15:23:04,92311,the+lord+of+the+rings+the+two+towers+2002,41
1698607384134644539,2023-10-29T15:23:04,510691,pulp+fiction+1994,67
1698607384134638540,2023-10-29T15:23:04,426820,the+lord+of+the+rings+the+two+towers+2002,108
1698607384131738353,2023-10-29T15:23:04,270038,without+love+1945,41
1698607384131343284,2023-10-29T15:23:04,295457,interstellar+2014,30
1698607384099920829,2023-10-29T15:23:04,92493,the+lord+of+the+rings+the+two+towers+2002,124
1698607384099916963,2023-10-29T15:23:04,530163,mrs+henderson+presents+2005,93
1698607384099912941,2023-10-29T15:23:04,161695,the+lord+of+the+rings+the+return+of+the+king+2003,101
1698607384099829237,2023-10-29T15:23:04,203144,the+castle+1997,38
1698607384099824100,2023-10-29T15:23:04,302607,the+lord+of+the+rings+the+return+of+the+king+2003,16
1698607384099812561,2023-10-29T15:23:04,396742,the+lord+of+the+rings+the+return+of+the+king+2003,162
1698607384097882896,2023-10-29T15:23:04,206880,the+woman+in+black+2+angel+of+death+2014,29
1698607384097875677,2023-10-29T15:23:04,317621,the+cost+of+living+2003,86
1698607384097870364,2023-10-29T15:23:04,230772,run+all+night+2015,101
1698607384097862478,2023-10-29T15:23:04,280119,the+lord+of+the+rings+the+two+towers+2002,41
1698607384097678518,2023-10-29T15:23:04,191275,one+flew+over+the+cuckoos+nest+1975,42
1698607384097670016,2023-10-29T15:23:04,12152,the+lord+of+the+rings+the+return+of+the+king+2003,166
1698607384097664283,2023-10-29T15:23:04,211491,the+lord+of+the+rings+the+return+of+the+king+2003,47
1698607384097659619,2023-10-29T15:23:04,109758,after+school+midnighters+2012,34
1698607384097652081,2023-10-29T15:23:04,23362,interstellar+2014,131
1698607384095924098,2023-10-29T15:23:04,573941,the+lord+of+the+rings+the+two+towers+2002,6
1698607384095689517,2023-10-29T15:23:04,55922,happy+endings+2005,16
1698607384095680079,2023-10-29T15:23:04,103982,pulp+fiction+1994,119
1698607384093220657,2023-10-29T15:23:04,300854,the+lord+of+the+rings+the+return+of+the+king+2003,99
1698607384093137243,2023-10-29T15:23:04,42235,whiplash+2014,90
1698607384093089901,2023-10-29T15:23:04,140425,feet+first+1930,86
1698607384091797053,2023-10-29T15:23:04,213484,the+lord+of+the+rings+the+two+towers+2002,76
1698607384091789769,2023-10-29T15:23:04,501334,the+lord+of+the+rings+the+return+of+the+king+2003,151
1698607384091710776,2023-10-29T15:23:04,216804,forrest+gump+1994,64
1698607384090525494,2023-10-29T15:23:04,17337,interstellar+2014,130
1698607384090454623,2023-10-29T15:23:04,249325,elephant+2003,16
1698607384088075045,2023-10-29T15:23:04,316649,the+lord+of+the+rings+the+two+towers+2002,112
1698607384088049444,2023-10-29T15:23:04,49211,the+lord+of+the+rings+the+return+of+the+king+2003,165
1698607384088037768,2023-10-29T15:23:04,235796,the+lord+of+the+rings+the+two+towers+2002,123
1698607384088029829,2023-10-29T15:23:04,434436,interstellar+2014,43
1698607384088018723,2023-10-29T15:23:04,336822,whiplash+2014,39
1698607384088014660,2023-10-29T15:23:04,118021,snow+flower+and+the+secret+fan+2011,66
1698607384088012101,2023-10-29T15:23:04,177595,seven+samurai+1954,105
1698607384088008345,2023-10-29T15:23:04,469861,seven+samurai+1954,100
1698607384087902005,2023-10-29T15:23:04,148603,the+lord+of+the+rings+the+two+towers+2002,72
1698607384087894159,2023-10-29T15:23:04,293111,pulp+fiction+1994,149
1698607384087609733,2023-10-29T15:23:04,392913,pulp+fiction+1994,96
1698607384085994207,2023-10-29T15:23:04,36007,my+neighbor+totoro+1988,87
1698607384085989905,2023-10-29T15:23:04,405151,the+eel+1997,96
1698607384085859891,2023-10-29T15:23:04,247296,interstellar+2014,94
1698607384085855132,2023-10-29T15:23:04,573279,interstellar+2014,115
1698607384085851400,2023-10-29T15:23:04,313874,seven+samurai+1954,86
1698607384084729599,2023-10-29T15:23:04,44987,the+lord+of+the+rings+the+return+of+the+king+2003,43
1698607384084716632,2023-10-29T15:23:04,512610,pulp+fiction+1994,146
1698607384084710594,2023-10-29T15:23:04,344230,pulp+fiction+1994,54
1698607384084250276,2023-10-29T15:23:04,209919,whiplash+2014,63
1698607384084246115,2023-10-29T15:23:04,128149,one+flew+over+the+cuckoos+nest+1975,13
1698607384082729566,2023-10-29T15:23:04,6214,the+lion+king+2+simbas+pride+1998,70
1698607384080799201,2023-10-29T15:23:04,72503,the+lord+of+the+rings+the+two+towers+2002,14
1698607384080751335,2023-10-29T15:23:04,409347,my+neighbor+totoro+1988,32
1698607384080685600,2023-10-29T15:23:04,574092,pulp+fiction+1994,111
1698607384080677670,2023-10-29T15:23:04,470462,pulp+fiction+1994,143
1698607384080670777,2023-10-29T15:23:04,443284,the+chorus+2004,73
1698607384080659791,2023-10-29T15:23:04,465539,the+lord+of+the+rings+the+return+of+the+king+2003,174
1698607384080655811,2023-10-29T15:23:04,260114,the+lord+of+the+rings+the+return+of+the+king+2003,179
1698607384080652096,2023-10-29T15:23:04,285413,this+means+war+2012,85
1698607384080649001,2023-10-29T15:23:04,241175,the+day+the+earth+stood+still+1951,44
1698607384080543047,2023-10-29T15:23:04,451204,the+lord+of+the+rings+the+two+towers+2002,50
1698607384080538100,2023-10-29T15:23:04,484542,wuthering+heights+1992,37
1698607384078959390,2023-10-29T15:23:04,141285,whiplash+2014,106
1698607384078783673,2023-10-29T15:23:04,260123,pulp+fiction+1994,35
1698607384078763691,2023-10-29T15:23:04,224574,a+bell+for+adano+1945,80
1698607384078741783,2023-10-29T15:23:04,4186,the+invisible+woman+2009,3
1698607384078722615,2023-10-29T15:23:04,560480,the+lord+of+the+rings+the+two+towers+2002,107
1698607384078705872,2023-10-29T15:23:04,354193,the+lord+of+the+rings+the+return+of+the+king+2003,146
1698607384078697699,2023-10-29T15:23:04,233385,the+lord+of+the+rings+the+return+of+the+king+2003,64
1698607384078685846,2023-10-29T15:23:04,175298,the+lord+of+the+rings+the+return+of+the+king+2003,97
1698607384078667042,2023-10-29T15:23:04,404456,the+lord+of+the+rings+the+two+towers+2002,100
1698607384078645703,2023-10-29T15:23:04,222078,the+lord+of+the+rings+the+two+towers+2002,148
1698607384078633972,2023-10-29T15:23:04,563856,the+lord+of+the+rings+the+two+towers+2002,117
1698607384078621012,2023-10-29T15:23:04,353357,seven+samurai+1954,102
1698607384078617264,2023-10-29T15:23:04,478272,howls+moving+castle+2004,9
1698607384078608575,2023-10-29T15:23:04,8378,pulp+fiction+1994,25
1698607384078566023,2023-10-29T15:23:04,405277,my+neighbor+totoro+1988,83
1698607384078563847,2023-10-29T15:23:04,572845,the+lord+of+the+rings+the+return+of+the+king+2003,162
1698607384078526088,2023-10-29T15:23:04,113569,dial+m+for+murder+1954,90
1698607384078524665,2023-10-29T15:23:04,199305,pulp+fiction+1994,127
1698607384078521450,2023-10-29T15:23:04,464120,the+lord+of+the+rings+the+two+towers+2002,169
1698607384078516538,2023-10-29T15:23:04,385812,pulp+fiction+1994,13
1698607384078449698,2023-10-29T15:23:04,565700,whiplash+2014,18
1698607384078417318,2023-10-29T15:23:04,421964,the+lord+of+the+rings+the+return+of+the+king+2003,106
1698607384078403583,2023-10-29T15:23:04,76731,whiplash+2014,79
1698607384078389146,2023-10-29T15:23:04,474913,interstellar+2014,102
1698607384078380017,2023-10-29T15:23:04,328452,the+perverts+guide+to+ideology+2012,19
1698607384078367057,2023-10-29T15:23:04,400440,whiplash+2014,82
1698607384078317374,2023-10-29T15:23:04,393350,the+lord+of+the+rings+the+two+towers+2002,18
1698607384076011708,2023-10-29T15:23:04,428241,the+lord+of+the+rings+the+two+towers+2002,25
1698607384075995226,2023-10-29T15:23:04,101857,the+lord+of+the+rings+the+return+of+the+king+2003,127
1698607384075988023,2023-10-29T15:23:04,415391,the+lord+of+the+rings+the+two+towers+2002,59
1698607384075981116,2023-10-29T15:23:04,310932,the+dark+knight+2008,47
1698607384075967824,2023-10-29T15:23:04,98879,the+lord+of+the+rings+the+two+towers+2002,130
1698607384075680817,2023-10-29T15:23:04,560137,saving+private+ryan+1998,163
1698607384075665704,2023-10-29T15:23:04,576017,interstellar+2014,138
1698607384075654095,2023-10-29T15:23:04,15,journey+of+hope+1990,39
1698607384063201717,2023-10-29T15:23:04,5599,the+lord+of+the+rings+the+two+towers+2002,89
1698607384063195687,2023-10-29T15:23:04,67062,the+lord+of+the+rings+the+two+towers+2002,165
1698607384063185276,2023-10-29T15:23:04,351432,the+lord+of+the+rings+the+two+towers+2002,142
1698607384062995492,2023-10-29T15:23:04,32877,harry+potter+and+the+prisoner+of+azkaban+2004,21
1698607384062990075,2023-10-29T15:23:04,300922,interstellar+2014,116
1698607384060584773,2023-10-29T15:23:04,313207,the+lord+of+the+rings+the+return+of+the+king+2003,72
1698607384060580282,2023-10-29T15:23:04,35750,the+lord+of+the+rings+the+return+of+the+king+2003,99
1698607384060263663,2023-10-29T15:23:04,255364,the+lord+of+the+rings+the+two+towers+2002,160
1698607384060258917,2023-10-29T15:23:04,179822,seven+samurai+1954,191
1698607384060254684,2023-10-29T15:23:04,255725,the+dark+knight+rises+2012,73
1698607384058566798,2023-10-29T15:23:04,442739,new+york+a+documentary+film+1999,142
1698607384058538153,2023-10-29T15:23:04,297446,pulp+fiction+1994,42
1698607384058530928,2023-10-29T15:23:04,224832,whiplash+2014,93
1698607384058508552,2023-10-29T15:23:04,365791,one+flew+over+the+cuckoos+nest+1975,130
1698607384058499876,2023-10-29T15:23:04,239937,husbands+and+wives+1992,101
1698607384058345716,2023-10-29T15:23:04,242463,pulp+fiction+1994,77
1698607384058318740,2023-10-29T15:23:04,426054,the+lord+of+the+rings+the+two+towers+2002,109
1698607384058307993,2023-10-29T15:23:04,232018,pulp+fiction+1994,137
1698607384058301596,2023-10-29T15:23:04,408036,pulp+fiction+1994,113
1698607384058297111,2023-10-29T15:23:04,171205,the+lord+of+the+rings+the+two+towers+2002,71
1698607384058293219,2023-10-29T15:23:04,364995,the+lord+of+the+rings+the+two+towers+2002,40
1698607384057563961,2023-10-29T15:23:04,441308,pulp+fiction+1994,155
1698607384057554668,2023-10-29T15:23:04,20177,miss+potter+2006,47
1698607384057160424,2023-10-29T15:23:04,409590,blue+blood+2006,93
1698607384051870426,2023-10-29T15:23:04,497638,the+lord+of+the+rings+the+two+towers+2002,97
1698607384051843849,2023-10-29T15:23:04,171086,the+lord+of+the+rings+the+return+of+the+king+2003,110
1698607384051831014,2023-10-29T15:23:04,209214,whiplash+2014,101
1698607384051797247,2023-10-29T15:23:04,96381,the+lord+of+the+rings+the+two+towers+2002,163
1698607384051580401,2023-10-29T15:23:04,41864,kikis+delivery+service+1989,40
1698607384051575701,2023-10-29T15:23:04,13055,the+lord+of+the+rings+the+return+of+the+king+2003,98
1698607384051570096,2023-10-29T15:23:04,347272,bobby+fischer+against+the+world+2011,77
1698607384051177599,2023-10-29T15:23:04,5744,the+lord+of+the+rings+the+return+of+the+king+2003,112
1698607384051170076,2023-10-29T15:23:04,327738,pulp+fiction+1994,145
1698607384051162759,2023-10-29T15:23:04,87107,whiplash+2014,47
1698607384049164298,2023-10-29T15:23:04,309702,the+lord+of+the+rings+the+two+towers+2002,141
1698607384047238670,2023-10-29T15:23:04,261439,ladies+vs+ricky+bahl+2011,46
1698607384047233280,2023-10-29T15:23:04,472480,one+flew+over+the+cuckoos+nest+1975,131
1698607384043445741,2023-10-29T15:23:04,207328,pulp+fiction+1994,44
1698607384042721075,2023-10-29T15:23:04,11143,the+lord+of+the+rings+the+two+towers+2002,50
1698607384042570390,2023-10-29T15:23:04,138425,the+dark+knight+2008,56
1698607384042564023,2023-10-29T15:23:04,485392,night+on+earth+1991,44
1698607384040325490,2023-10-29T15:23:04,477549,the+lord+of+the+rings+the+return+of+the+king+2003,157
1698607384036986018,2023-10-29T15:23:04,412775,the+dark+knight+2008,29
1698607384036978327,2023-10-29T15:23:04,570887,whiplash+2014,38
1698607384036963322,2023-10-29T15:23:04,563165,pulp+fiction+1994,86
1698607384036957140,2023-10-29T15:23:04,247485,the+lord+of+the+rings+the+two+towers+2002,8
1698607384036952694,2023-10-29T15:23:04,237990,pulp+fiction+1994,116
1698607384036947322,2023-10-29T15:23:04,671,the+lord+of+the+rings+the+return+of+the+king+2003,133
1698607384036802748,2023-10-29T15:23:04,380813,by+dawns+early+light+1990,34
1698607384036795430,2023-10-29T15:23:04,298881,the+3+penny+opera+1931,96
1698607384035290590,2023-10-29T15:23:04,279996,the+lord+of+the+rings+the+return+of+the+king+2003,37
1698607384035278123,2023-10-29T15:23:04,127646,the+lord+of+the+rings+the+return+of+the+king+2003,127
1698607384035271614,2023-10-29T15:23:04,358002,seven+samurai+1954,138
1698607384035265530,2023-10-29T15:23:04,120315,foxcatcher+2014,41
1698607384035101722,2023-10-29T15:23:04,117493,obvious+child+2014,35
1698607384035092851,2023-10-29T15:23:04,490568,the+lord+of+the+rings+the+return+of+the+king+2003,39
1698607384035085200,2023-10-29T15:23:04,105721,the+lord+of+the+rings+the+return+of+the+king+2003,48
1698607384028687153,2023-10-29T15:23:04,170907,the+lord+of+the+rings+the+return+of+the+king+2003,54
