userid,movieid,minute
216185,ponyo+2008,8
48618,before+night+falls+2000,78
306204,saving+private+ryan+1998,113
189682,shutter+island+2010,129
93797,the+shawshank+redemption+1994,37
54949,swimming+pool+2003,35
263412,nostalgia+1983,47
323417,pather+panchali+1955,61
33788,raajneeti+2010,149
315347,red+dragon+2002,30
347056,wolf+children+2012,90
346621,doctor+zhivago+1965,68
26499,the+perverts+guide+to+cinema+2006,129
119087,the+inner+circle+1991,39
80891,birth+2004,33
326771,nightcrawler+2014,74
192405,chronicle+of+an+escape+2006,73
152027,making+the+boys+2011,23
333092,a+letter+to+momo+2012,103
184456,duck_+you+sucker+1971,138
11973,the+heiress+1949,26
195877,monty+python+and+the+holy+grail+1975,72
222165,interstellar+2014,49
158660,mystic+river+2003,33
273028,squanto+a+warriors+tale+1994,2
94508,stay+2005,62
287367,dragon+ball+z+broly+-+the+legendary+super+saiyan+1993,34
306274,harry+potter+and+the+philosophers+stone+2001,14
285025,dumb+and+dumber+1994,35
6940,lavventura+1960,58
274040,femme+fatale+2002,113
35308,life+itself+2014,96
289092,fight+club+1999,122
11471,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,14
98488,persona+1966,54
269203,dangerous+liaisons+2003,66
151847,the+john+garfield+story+2003,48
188162,the+big+circus+1959,44
110130,tracers+2015,40
295524,the+avengers+2012,31
297663,why+we+fight+divide+and+conquer+1943,17
234670,the+andromeda+strain+2008,168
252086,dragon+ball+z+battle+of+gods+2013,37
173503,the+lord+of+the+rings+the+return+of+the+king+2003,33
337299,anchorman+2+the+legend+continues+2013,5
136232,the+swimming+pool+1969,92
89687,i+like+killing+flies+2004,49
290840,iron+man+2008,27
76627,the+hobbit+the+desolation+of+smaug+2013,29
68940,howls+moving+castle+2004,106
149715,midnight+man+1997,101
326913,the+avengers+2012,86
65610,the+shawshank+redemption+1994,17
210816,landscape+in+the+mist+1988,6
122450,stray+dog+1949,58
63540,murder_+my+sweet+1944,92
44295,penguins+of+madagascar+2014,79
171731,french+fried+vacation+1978,46
219289,godzilla+vs.+destoroyah+1995,67
256474,the+avengers+2012,42
269660,se7en+1995,24
248026,the+good_+the+bad+and+the+ugly+1966,148
175751,akeelah+and+the+bee+2006,42
320684,indiana+jones+and+the+temple+of+doom+1984,21
109628,asylum+blackout+2011,15
126074,mother+2009,67
125335,vice+squad+1982,66
301302,goyokin+1969,39
35852,general+della+rovere+1959,105
285637,mambo+italiano+2003,11
126471,shrek+2+2004,62
339769,dear+frankie+2004,41
23520,howl+2010,62
8721,down+to+the+sea+in+ships+1949,4
118435,something+new+2006,81
146686,terminator+2+judgment+day+1991,125
152335,safe+haven+2013,105
234622,rage+1972,78
245188,two+can+play+that+game+2001,89
2044,the+odessa+file+1974,43
298162,triple+agent+2004,7
305009,harry+potter+and+the+half-blood+prince+2009,10
94210,casino+royale+2006,7
195632,dr.+no+1962,62
70659,zombies+of+mora+tau+1957,12
338917,feet+first+1930,55
82036,equilibrium+2002,10
37267,mary+and+max+2009,57
312420,cirque+du+soleil+worlds+away+2012,22
257217,reminiscences+of+a+journey+to+lithuania+1972,3
157280,bustin+loose+1981,18
266361,the+secret+agent+1996,26
266945,sleuth+1972,75
322627,nightcrawler+2014,53
32085,getting+any+1994,37
78870,marley+2012,74
341373,highlander+1986,96
328997,pride+and+prejudice+1980,64
141752,the+great+war+1959,68
44947,the+hundred-foot+journey+2014,68
85466,vicky+cristina+barcelona+2008,45
68537,dogging+a+love+story+2009,47
54772,s.w.a.t.+2003,92
198300,follow+the+fleet+1936,50
252012,spider-man+2002,9
288965,it+boy+2013,56
31048,good-bye_+my+lady+1956,71
260727,erin+brockovich+2000,46
221910,gone+girl+2014,44
44479,romance+in+a+minor+key+1943,36
75035,the+wind+that+shakes+the+barley+2006,20
272658,grave+encounters+2011,18
80972,ringu+1998,26
74160,alien+1979,19
226865,how+to+train+your+dragon+2+2014,45
65818,k-20+the+fiend+with+twenty+faces+2008,6
266558,the+cost+of+living+2003,28
232053,hercules+1997,19
42661,the+testament+of+dr.+mabuse+1933,36
287330,castle+in+the+sky+1986,114
191771,the+shawshank+redemption+1994,11
107301,street+smart+1987,55
18233,the+avengers+2012,9
108639,truly+madly+deeply+1990,26
296701,another+day_+another+time+celebrating+the+music+of+inside+llewyn+davis+2013,3
197575,searching+for+sugar+man+2012,17
2734,the+shawshank+redemption+1994,9
107113,live+free+or+die+hard+2007,59
323208,gladiator+1992+1992,5
261867,beck+27+-+rum+302+2015,0
293647,resurrecting+the+street+walker+2009,17
249001,shark+tale+2004,18
65014,questioning+darwin+2014,44
44690,the+blue+bird+1940,86
132182,sunlight+jr.+2013,70
295393,blood+and+bone+2009,4
229125,the+dark+knight+2008,79
114242,a+thousand+words+2012,80
219540,the+good_+the+bad+and+the+ugly+1966,139
283868,ziegfeld+follies+1945,85
311583,you+dont+mess+with+the+zohan+2008,31
165749,star+wars+1977,78
291955,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,132
168865,the+philadelphia+experiment+1984,51
3113,contraband+1940,3
124320,plot+of+fear+1976,2
289343,the+fbi+story+1959,56
42707,interview+2007,44
8093,craig+ferguson+does+this+need+to+be+said+2011,58
99134,fight+club+1999,42
214901,ritual+2000,17
256414,ratatouille+2007,108
160994,grease+1978,1
291346,cold+fish+2010,76
40184,nebraska+2013,68
141634,without+lying+down+frances+marion+and+the+power+of+women+in+hollywood+2000,55
322679,harry+potter+and+the+deathly+hallows+part+2+2011,92
288699,free+to+play+2014,57
213736,halloween+1978,88
261785,the+six+million+dollar+man+1973,18
255929,inglourious+basterds+2009,26
250460,close+encounters+of+the+third+kind+1977,60
10990,the+pianist+2002,71
108197,vice+2015,68
162955,ghostbusters+1984,48
301602,chappie+2015,64
300818,diplomacy+2014,21
178929,bent+1997,65
51966,the+year+01+1973,18
284495,school+ties+1992,75
272189,citizen+toxie+the+toxic+avenger+iv+2001,91
169812,despicable+me+2+2013,54
22709,the+woman+in+the+septic+tank+2011,82
164191,my+way+2011,86
160543,coraline+2009,1
155331,coonskin+1975,77
265603,the+african+1983,65
75893,harry+potter+and+the+order+of+the+phoenix+2007,22
255963,into+the+west+2005,235
113535,the+godfather+1972,86
321909,harry+potter+and+the+order+of+the+phoenix+2007,73
254188,the+keys+of+the+kingdom+1944,113
133841,master+and+commander+the+far+side+of+the+world+2003,67
335726,how+to+train+your+dragon+2010,88
74989,life+1999,65
323711,yellowbrickroad+2010,31
112254,pulp+fiction+1994,87
212563,north+west+mounted+police+1940,52
230576,the+right+of+the+weakest+2006,53
144016,blade+runner+1982,30
106335,a+pigeon+sat+on+a+branch+reflecting+on+existence+2014,50
235929,84+charing+cross+road+1987,50
52404,enough+said+2013,54
175062,pilgrimage+1933,55
52839,rebel+without+a+cause+1955,64
136408,the+lord+of+the+rings+the+return+of+the+king+2003,81
69504,kingsman+the+secret+service+2015,65
238652,picture+this+2008,93
314556,white+of+the+eye+1988,51
90419,the+goodbye+girl+2004,80
105202,the+incredible+burt+wonderstone+2013,26
30603,black+hawk+down+2001,110
327321,harry+potter+and+the+order+of+the+phoenix+2007,138
24669,the+rover+2014,40
168836,how+to+train+your+dragon+2+2014,42
329394,sicko+2007,97
291266,marketa+lazarov+1967,141
138107,two+evil+eyes+1990,118
38260,no+end+in+sight+2007,40
56317,black+venus+2010,160
243776,blade+runner+1982,52
56637,the+inbetweeners+movie+2011,45
124916,colt+comrades+1943,44
67483,hairspray+2007,37
278732,how+to+train+your+dragon+2010,26
346309,an+all+dogs+christmas+carol+1998,59
181431,divorce+iranian+style+1998,15
204929,harry+potter+and+the+prisoner+of+azkaban+2004,24
191046,playing+it+cool+2014,15
263043,monsters_+inc.+2001,84
5345,intolerance+loves+struggle+throughout+the+ages+1916,69
195301,fallen+1998,64
313887,metal+a+headbangers+journey+2005,21
293275,nausica+of+the+valley+of+the+wind+1984,93
331573,woman+in+the+dunes+1964,19
155327,pulp+fiction+1994,63
61865,sixteen+candles+1984,12
132747,tucker+the+man+and+his+dream+1988,106
108259,the+lord+of+the+rings+the+return+of+the+king+2003,56
187628,a+simple+plan+1998,7
171522,glengarry+glen+ross+1992,95
324646,ferris+buellers+day+off+1986,5
77531,i+am+curious+yellow+1967,2
239143,inside+man+2006,1
133974,i_+robot+2004,81
277453,klute+1971,12
328640,mr.+vampire+1985,82
328627,the+private+affairs+of+bel+ami+1947,56
304682,being+julia+2004,101
241181,hair+1979,113
341874,the+yellow+handkerchief+2008,78
99843,salaam+bombay+1988,15
286364,mermaid+chronicles+part+1+she+creature+2001,64
160515,blind+horizon+2003,29
115852,hangar+18+1980,45
214050,army+of+shadows+1969,127
83400,the+big+parade+1925,49
315417,the+godfather+1972,70
294611,emr+2004,11
195771,paper+man+2009,104
32883,thriller+a+cruel+picture+1973,66
307791,rush+beyond+the+lighted+stage+2010,59
39662,the+man+who+would+be+king+1975,43
303074,dreamgirls+2006,84
18070,jeepers+creepers+2001,65
246480,anchors+aweigh+1945,81
125225,the+importance+of+being+earnest+1952,67
258985,the+green+mile+1999,171
59176,the+pride+of+the+yankees+1942,38
108538,antisocial+2013,30
266491,please+give+2010,7
125739,ratatouille+2007,57
262578,frozen+2013,37
153358,saving+private+ryan+1998,63
259847,mr.++mrs.+smith+2005,62
67134,the+train+1964,125
256468,summer+house+2013,19
259270,american+pie+2+2001,11
30172,2001+a+space+odyssey+1968,94
40940,feast+2005,7
279106,buck+2011,44
289935,guardians+of+the+galaxy+2014,13
1399,the+godfather+1972,97
244150,public+enemies+2009,95
12627,inglourious+basterds+2009,44
346241,surfs+up+2007,71
232040,despicable+me+2010,34
73274,champagne+for+caesar+1950,40
54663,the+hunger+games+mockingjay+-+part+1+2014,72
151902,the+descent+2005,81
243117,adaptation.+2002,84
15496,the+rolling+stones+gimme+shelter+1970,29
126304,soap+and+water+1983,85
313156,the+shawshank+redemption+1994,115
313964,kandukondain+kandukondain+2000,72
288117,sex+the+annabel+chong+story+1999,70
234082,the+lord+of+the+rings+the+return+of+the+king+2003,108
36316,freedom+song+2000,104
146019,men+in+black+1997,64
121985,friendly+persuasion+1956,56
88331,the+lord+of+the+rings+the+return+of+the+king+2003,138
68232,blood+and+roses+1960,30
328688,the+keep+1983,49
177601,the+aristocats+1970,16
39331,and+starring+pancho+villa+as+himself+2003,110
204782,the+return+of+the+living+dead+1985,87
185782,10+things+i+hate+about+you+1999,12
4290,interstellar+2014,89
316269,batch+81+1982,91
298490,10+things+i+hate+about+you+1999,16
164458,the+postman+1994,74
21748,the+right+stuff+1983,96
305120,miracle+in+cell+no.+7+2013,47
257187,the+d+train+2015,53
267470,ruby++quentin+2003,37
335600,employees+entrance+1933,76
342781,inception+2010,45
179165,x-men+days+of+future+past+2014,60
234565,i+love+you+again+1940,8
298899,dragon+ball+gt+a+heros+legacy+1997,5
327323,close+encounters+of+the+third+kind+1977,1
141127,forrest+gump+1994,20
67456,saint+laurent+2014,115
320291,airplane+1980,78
248498,blue+spring+2001,75
266954,bad+medicine+1985,13
173168,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,73
129646,the+shawshank+redemption+1994,108
305290,harry+potter+and+the+goblet+of+fire+2005,114
53031,under+the+bombs+2007,55
41787,lamour+fou+2010,73
27800,pulp+fiction+1994,114
140463,trouble+the+water+2008,17
228018,harry+potter+and+the+prisoner+of+azkaban+2004,24
234042,howls+moving+castle+2004,63
25259,the+late+george+apley+1947,91
70136,ratatouille+2007,89
179304,day+watch+2006,44
276081,forrest+gump+1994,26
178199,angels+of+the+universe+2000,33
297772,timecrimes+2007,84
15162,bambi+1942,71
307231,treasure+island+1990,6
42391,jay+and+silent+bob+strike+back+2001,46
169688,aliens+1986,92
118976,down+twisted+1987,77
99005,a+world+apart+1988,31
241605,the+secret+of+moonacre+2008,61
282729,tulpan+2009,93
298313,family+viewing+1987,52
41264,shades+of+ray+2008,17
39363,stuck+in+love+2012,45
303179,the+godfather+1972,131
114820,troy+2004,120
310564,harry+potter+and+the+half-blood+prince+2009,8
50326,the+cat+and+the+canary+1927,74
81842,together+again+1944,67
334995,interstellar+2014,48
141662,the+expert+1995,15
64902,wing+chun+1994,91
144966,whiplash+2014,66
24427,one+mile+away+2013,32
94830,frankenstein+1931,54
120209,the+hobbit+an+unexpected+journey+2012,133
283800,big+hero+6+2014,82
263205,the+lorax+2012,57
136501,the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,62
85008,a+midsummer+nights+dream+1935,85
150974,a+cinderella+story+2004,17
228802,the+departed+2006,55
350954,jnssonligan+p+mallorca+1989,40
233760,species+ii+1998,23
58934,supermarket+woman+1996,71
13110,four+brothers+2005,18
290831,the+suspect+1944,9
278627,next+stop_+greenwich+village+1976,67
290038,boyz+n+the+hood+1991,88
174297,gran+torino+2008,83
276455,east+of+eden+1955,59
49932,a+tale+of+two+sisters+2003,23
287907,the+long+weekend+2005,16
75637,smooth+talk+1985,74
78238,the+incredible+melting+man+1977,76
339880,dont+look+now+were+being+shot+at+1966,4
310590,blown+away+1993,40
153137,you+dont+mess+with+the+zohan+2008,28
154938,the+mummy+1999,23
181400,napoleon+1927,167
340453,let+the+right+one+in+2008,76
140754,chicago+2002,36
227608,ruthless+people+1986,47
215344,sleuth+1972,13
207385,harry+potter+and+the+philosophers+stone+2001,48
170088,ragtime+1981,39
320611,snow+white+and+the+seven+dwarfs+1937,20
242796,all+the+presidents+men+1976,22
78831,se7en+1995,48
290650,american+movie+1999,66
178441,remarkable+power+2008,80
280223,tie+xi+qu+west+of+the+tracks+2002,522
22106,deathtrap+1982,103
97376,the+pirates+in+an+adventure+with+scientists+2012,31
346120,the+incredibles+2004,80
291067,jack+and+the+beanstalk+1952,30
59668,chinese+puzzle+2013,21
75739,the+sons+room+2001,48
135991,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,149
130688,a+tale+of+two+sisters+2003,36
85608,aziz+ansari+intimate+moments+for+a+sensual+evening+2010,3
243181,help+me_+eros+2007,40
113666,unknown+2006,43
324463,nausica+of+the+valley+of+the+wind+1984,43
315755,into+the+woods+2014,75
63143,the+white+diamond+2004,84
232478,harry+potter+and+the+prisoner+of+azkaban+2004,142
24478,pay+or+die+1960,97
132610,star+wars+episode+ii+-+attack+of+the+clones+2002,38
344125,i+spit+on+your+grave+2+2013,81
324514,killjoy+goes+to+hell+2012,44
15259,dont+tell+her+its+me+1990,69
325382,walle+2008,19
145501,a+tale+of+two+sisters+2003,80
259777,the+end+of+love+2013,65
37424,everyday+sunshine++the+story+of+fishbone+2011,71
188909,who+saw+him+die+1968,9
211036,the+express+2008,39
119113,terminator+2+judgment+day+1991,3
305916,nightcrawler+2014,101
170093,the+three+musketeers+2011,80
221199,soccer+days+2003,38
203373,shrek+forever+after+2010,24
151466,interstellar+2014,107
211669,all+relative+2014,47
49338,harry+potter+and+the+half-blood+prince+2009,57
52923,the+godfather+1972,31
352763,fight+club+1999,100
257738,kill+bill+vol.+1+2003,85
233393,synecdoche_+new+york+2008,38
260521,despicable+me+2010,76
304358,the+wolf+of+wall+street+2013,44
332743,tarzan+1999,24
99098,kikis+delivery+service+1989,37
302837,bloodbath+at+the+house+of+death+1984,78
152707,the+boy+in+the+striped+pyjamas+2008,17
184791,scissere+1982,42
257995,la+vie+de+bohme+1992,13
22398,the+bunker+2001,90
126992,terminator+2+judgment+day+1991,121
122435,aguirre+the+wrath+of+god+1972,40
250277,the+deadly+trap+1971,94
19318,anchors+aweigh+1945,47
267409,the+twilight+saga+breaking+dawn+-+part+2+2012,82
286234,boynton+beach+club+2005,39
237144,blackboards+2000,8
351824,the+hairdressers+husband+1990,18
62380,interstellar+2014,96
334849,silent+action+1975,46
67352,star+wars+1977,102
79944,dont+tempt+me+2001,56
229128,meeting+people+is+easy+1998,24
296614,batman+begins+2005,77
89865,equus+1977,134
159597,air+force+one+1997,26
238962,pulp+fiction+1994,32
153638,spirited+away+2001,26
2467,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,83
101591,the+boy+in+the+striped+pyjamas+2008,7
85717,ice+age+dawn+of+the+dinosaurs+2009,8
350649,midnight+in+paris+2011,19
301457,a+gentle+woman+1969,82
222213,inception+2010,39
76262,neil+young+journeys+2012,9
295493,...and+justice+for+all+1979,83
113383,how+to+train+your+dragon+2010,67
38775,i_+robot+2004,55
67645,stage+struck+1936,67
197242,funny+games+1997,94
100226,long+weekend+1978,40
246271,the+student+prince+in+old+heidelberg+1928,58
66722,asylum+1972,65
274699,the+ninth+configuration+1980,23
295209,glorious+technicolor+1998,13
236393,a+chairy+tale+1957,10
170097,castle+in+the+sky+1986,25
19559,undertaking+betty+2002,80
170910,my+voyage+to+italy+1999,34
19759,charade+1963,37
295804,all+the+presidents+men+1976,131
301715,heaven+can+wait+1943,60
328422,loose+cannons+2010,13
256323,gone+girl+2014,54
201595,strange+wilderness+2008,24
68030,playing+with+love+1977,9
323918,the+horses+mouth+1958,16
26896,the+women+1939,64
154795,coraline+2009,9
225202,rage+2009,41
273337,little+miss+marker+1934,32
289853,lady+be+good+1941,40
230772,the+miracle+worker+1962,9
236019,crystal+lake+memories+the+complete+history+of+friday+the+13th+2013,56
259258,harry+potter+and+the+deathly+hallows+part+2+2011,25
121177,gabrielle+2013,33
159354,forgetting+sarah+marshall+2008,108
237353,the+bird+people+in+china+1998,23
117623,placido+1961,83
158626,city+streets+1931,38
15985,ballad+of+the+little+soldier+1984,1
200226,hellboy+ii+the+golden+army+2008,16
105181,the+maze+runner+2014,46
87931,from+russia+with+love+1963,23
285110,master+and+commander+the+far+side+of+the+world+2003,27
261100,the+sorcerer+and+the+white+snake+2011,90
178456,tinker+bell+and+the+lost+treasure+2009,1
20227,the+lord+of+the+rings+the+two+towers+2002,74
34857,howards+end+1992,68
50360,palindromes+2004,58
153731,terminator+2+judgment+day+1991,24
160553,from+russia+with+love+1963,67
55434,the+pianist+2002,69
106752,friday+the+13th+1980,33
25871,gattaca+1997,13
186744,sraphine+2008,88
143944,after+life+1998,34
100192,whiplash+2014,93
67677,harry+potter+and+the+prisoner+of+azkaban+2004,79
311865,joan+of+paris+1942,19
92787,die+hard+1988,93
8842,the+shawshank+redemption+1994,23
277004,the+magic+of+mlis+1997,103
11838,toy+story+3+2010,50
37805,the+lord+of+the+rings+the+return+of+the+king+2003,111
274408,girl+27+2007,1
17364,the+wrong+trousers+1993,27
228620,the+sword+in+the+stone+1963,20
340976,dr.+jekyll+and+mr.+hyde+1941,19
36518,porgy+and+bess+1959,24
117403,princess+mononoke+1997,48
174861,dangerous+beauty+1998,20
120294,murder+in+the+first+1995,16
235551,lenny+bruce+swear+to+tell+the+truth+1998,87
313357,starbuck+2011,27
262035,eight+men+out+1988,21
172926,while+she+was+out+2008,2
53199,leon+the+professional+1994,13
275585,the+wolf+of+wall+street+2013,12
320394,the+far+horizons+1955,79
195447,shrek+2001,48
225029,wild+women+1970,16
198985,the+brotherhood+1968,4
309095,wild+at+heart+1990,1
234891,alice+in+wonderland+1951,1
329620,my+neighbor+totoro+1988,0
154380,minnie+and+moskowitz+1971,0
307411,terms+of+endearment+1983,0
192174,coraline+2009,25
281322,the+equalizer+2014,26
197442,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,0
217986,edge+of+darkness+2010,0
343831,apollo+13+1995,0
24000,the+nada+gang+1974,127
340138,indiana+jones+and+the+last+crusade+1989,93
315890,the+wonderful+crook+1974,12
148117,despicable+me+2010,38
33873,harry+potter+and+the+half-blood+prince+2009,103
351399,pirates+of+the+caribbean+dead+mans+chest+2006,74
83913,apollo+13+1995,96
148565,billys+holiday+1995,50
104438,new+town+killers+2008,92
61014,the+prowler+1951,81
316380,ulees+gold+1997,53
92978,jabberwocky+1977,30
310266,iron+man+3+2013,114
96495,that+naughty+girl+1956,80
316809,sweeney+todd+the+demon+barber+of+fleet+street+2007,40
283212,sudden+impact+1983,60
327108,aladdin+1992,88
221795,the+empire+strikes+back+1980,13
58440,the+cat+returns+2002,72
7781,come+drink+with+me+1966,31
146893,rosewood+lane+2011,3
219948,close+encounters+of+the+third+kind+1977,124
144834,my+neighbor+totoro+1988,64
188918,the+cloud-capped+star+1960,16
107107,the+invisible+woman+2009,58
76529,titanic+1997,7
316469,a+tale+of+two+cities+1935,27
136943,down+by+law+1986,64
69598,forrest+gump+1994,82
46024,dodeska-den+1970,96
340964,time+masters+1982,76
257860,rio+2011,88
13408,zatichis+conspiracy+1973,79
280934,memories+of+murder+2003,99
148540,the+last+word+2008,76
214927,the+shining+1980,103
184954,toy+story+3+2010,51
182467,howls+moving+castle+2004,97
272599,casino+royale+2006,76
108055,killer+cop+1975,77
186805,arabian+nights+1974,56
29919,amateur+1994,91
304395,furry+vengeance+2010,73
40045,valdez+is+coming+1971,29
81117,hugh+hefner+playboy_+activist+and+rebel+2009,16
120534,all+for+the+winner+1990,84
164122,brave+2012,89
317015,indie+game+the+movie+2012,49
259219,bull+durham+1988,63
42562,10+things+i+hate+about+you+1999,91
119034,the+fifth+element+1997,91
113723,a+feast+at+midnight+1994,99
325320,the+secret+of+santa+vittoria+1969,93
120215,nightcrawler+2014,61
266466,the+wind+1928,33
12120,ong-bak+the+thai+warrior+2003,7
283291,lost+boys+of+sudan+2003,81
27311,hedda+gabler+1962,40
117415,how+green+was+my+valley+1941,104
8179,the+wolf+of+wall+street+2013,125
16876,jauja+2014,41
270910,army+of+crime+2009,104
129275,the+other+shore+2013,21
133838,forrest+gump+1994,74
17473,the+house+on+sorority+row+1983,52
292444,is+it+college+yet+2002,48
91137,advertising+and+the+end+of+the+world+1998,36
256146,the+godfather+1972,16
47776,capote+2005,31
6972,tanner+hall+2009,77
272622,watch+out_+were+mad+1974,51
118193,tom+jones+1963,116
63193,disconnect+2012,68
213418,oyster+farmer+2005,66
224309,sal_+or+the+120+days+of+sodom+1975,82
309693,the+avengers+2012,97
246153,the+lion+king+1+2004,14
154749,bhowani+junction+1956,24
17495,free+to+play+2014,53
246759,insurgent+2015,112
284138,in+the+loop+2009,23
193507,elizabeth+the+golden+age+2007,84
288317,maleficent+2014,48
161415,as+cool+as+i+am+2013,83
124232,the+staircase+2004,306
233143,the+shawshank+redemption+1994,83
312186,harry+potter+and+the+philosophers+stone+2001,74
249817,the+shawshank+redemption+1994,41
135630,shrek+2+2004,72
347915,the+beach+girls+and+the+monster+1965,50
52548,the+godfather+1972,80
209626,the+guns+of+navarone+1961,17
281062,a+gathering+of+old+men+1987,6
233638,insurgent+2015,48
42447,dumbo+1941,26
224549,star+wars+1977,15
14483,walk+softly_+stranger+1950,8
84415,bronies+the+extremely+unexpected+adult+fans+of+my+little+pony+2012,88
44046,reversal+of+fortune+1990,63
24624,zodiac+2007,17
89464,kimjongilia+2009,8
331156,raiders+of+the+lost+ark+1981,76
114769,mulholland+drive+2001,136
133195,harry+potter+and+the+prisoner+of+azkaban+2004,32
16121,the+dark+knight+rises+2012,23
317828,get+hard+2015,10
228909,se7en+1995,115
82780,the+pirates+in+an+adventure+with+scientists+2012,54
93448,harry+potter+and+the+prisoner+of+azkaban+2004,57
60509,the+executioner+1963,42
235575,hamsun+1996,101
84380,the+hobbit+an+unexpected+journey+2012,150
82042,empire+of+dreams+the+story+of+the+star+wars+trilogy+2004,138
75694,interiors+1978,55
26567,wusa+1970,99
170757,mommy+2014,72
88851,everything+must+go+2010,72
169726,the+life+and+death+of+peter+sellers+2004,80
21550,the+canal+2014,88
76473,princess+mononoke+1997,106
346166,my+best+friends+wedding+1997,105
350766,barfi+2012,109
271977,titanic+1997,89
92357,scarface+1983,61
175180,gunner+palace+2004,78
346975,midnight+in+the+garden+of+good+and+evil+1997,144
145048,spirited+away+2001,68
166686,star+trek+insurrection+1998,47
183200,interstellar+2014,6
147423,inception+2010,36
14386,julie++julia+2009,83
73861,the+hunger+games+mockingjay+-+part+1+2014,22
257981,one+flew+over+the+cuckoos+nest+1975,92
36026,coal+miners+daughter+1980,25
256772,monty+python+and+the+holy+grail+1975,45
322493,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,92
176221,the+godfather+1972,127
295221,samsara+2011,51
216095,chicken+little+2005,42
37722,brave+2012,50
289655,wrecked+2010,57
19474,interstellar+2014,93
271035,brave+2012,84
163685,boys+life+three+stories+of+love_+lust_+and+liberation+1994,91
215498,bed+and+board+1970,78
332944,coach+carter+2005,14
311249,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,129
322083,back+to+the+future+1985,56
24517,comedian+harmonists+1997,59
16026,bruce+almighty+2003,94
67912,fitzcarraldo+1982,114
122791,tom+petty+and+the+heartbreakers+runnin+down+a+dream+2007,137
299094,avatar+2009,36
43458,360+2012,72
82688,last+tango+in+paris+1972,71
132454,eraserhead+1977,79
126944,when+a+man+loves+a+woman+1994,68
162951,interstellar+2014,110
63855,factotum+2005,70
144757,the+sword+in+the+stone+1963,40
49359,achilles+and+the+tortoise+2008,105
276769,los+angeles+plays+itself+2003,15
273819,in+the+heat+of+the+night+1967,36
127306,red+sorghum+1987,46
304389,holy+wars+2010,10
8381,inception+2010,12
16939,snow+white+and+the+seven+dwarfs+1937,7
315736,circus+1936,39
280179,scorchers+1991,27
308113,indiana+jones+and+the+temple+of+doom+1984,16
306148,cinderella+1950,4
149464,fallen+1998,114
345634,do+the+right+thing+1989,15
37110,fight+club+1999,79
168668,ice+age+the+meltdown+2006,53
195710,the+admirable+crichton+1957,81
240079,the+black+balloon+2008,22
134370,from+dusk+till+dawn+1996,9
325519,127+hours+2010,56
126607,the+texas+chain+saw+massacre+1974,44
17425,star+wars+1977,75
331295,the+four+seasons+1981,26
238170,beetlejuice+1988,4
231098,the+hobbit+the+battle+of+the+five+armies+2014,3
170286,mimic+sentinel+2003,78
25879,suspicion+1941,25
215590,the+judge+and+the+assassin+1976,29
323972,diaries+notes+and+sketches+1969,69
327061,home+alone+the+holiday+heist+2012,51
81075,intruder+in+the+dust+1949,73
61430,the+next+three+days+2010,41
13723,the+belly+of+an+architect+1987,16
150656,edward+scissorhands+1990,41
276890,ice+age+dawn+of+the+dinosaurs+2009,36
261416,back+to+the+future+1985,49
118130,madame+curie+1943,47
78348,the+hobbit+the+battle+of+the+five+armies+2014,88
199290,the+hole+1998,25
133029,harry+potter+and+the+goblet+of+fire+2005,128
174854,the+judge+2014,40
137413,the+aviators+wife+1981,70
104793,1776+1972,33
338443,the+handcuff+king+2002,64
216235,welcome+to+the+south+2010,96
57641,date+and+switch+2014,45
118329,the+pianist+2002,136
239675,the+lord+of+the+rings+the+return+of+the+king+2003,104
154724,the+lion+king+2+simbas+pride+1998,32
153158,the+hunger+games+mockingjay+-+part+1+2014,62
58979,time+bandits+1981,113
335625,south+park+bigger_+longer++uncut+1999,20
127461,walle+2008,95
236152,wing+chun+1994,59
291847,autohystoria+2007,35
3244,hombre+1967,86
288520,the+dark+knight+rises+2012,48
98976,naqoyqatsi+2002,25
77772,se7en+1995,25
6454,my+neighbor+totoro+1988,82
168973,uncle+boonmee+who+can+recall+his+past+lives+2010,27
246268,troy+2004,16
190077,once+in+the+life+2000,18
251883,max+manus+man+of+war+2008,22
209237,land+of+the+blind+2006,16
16579,linsanity+2013,70
305733,the+popes+toilet+2007,48
104933,enter+the+dragon+1973,63
233346,the+lord+of+the+rings+the+return+of+the+king+2003,50
2479,tactical+force+2011,68
319399,the+shawshank+redemption+1994,22
289254,howls+moving+castle+2004,12
256534,the+matrix+1999,82
97605,nightcrawler+2014,57
68354,the+little+mermaid+1989,7
8620,the+woman+next+door+1981,97
161,robin+hood+1922,2
280047,crumb+1994,35
216116,blood+and+wine+1996,63
135756,bed+and+board+1970,92
153420,terminator+salvation+2009,52
104722,sergeant+rutledge+1960,75
312952,the+shining+1980,128
210373,the+hobbit+the+desolation+of+smaug+2013,19
91058,the+godfather+1972,164
