userid,movieid,minute
191259,twelve+monkeys+1995,32
96486,prisoner+701+sasori+2008,66
221324,the+silent+partner+1978,7
182270,the+dark+knight+rises+2012,45
187595,yesterday_+today+and+tomorrow+1963,116
126199,10+things+i+hate+about+you+1999,23
144792,guardians+of+the+galaxy+2014,98
20557,one+flew+over+the+cuckoos+nest+1975,111
312468,goldengirl+1979,97
346329,power+1986,46
216095,chicken+little+2005,80
95545,black+or+white+2014,13
263166,the+deer+hunter+1978,116
120751,blade+ii+2002,55
180403,icarus+xb+1+1963,38
12806,the+green+mile+1999,170
351618,alice+in+wonderland+1951,18
267807,star+wars+1977,23
153457,short+cuts+1993,75
280796,harvest+1937,108
104049,tiny+toon+adventures+how+i+spent+my+vacation+1992,23
19032,hunger+2008,96
193768,giant+2009,7
60015,jazz+2001,870
261772,oneway-ticket+to+korsr+2008,4
37771,where+do+we+go+now+2011,2
322593,the+iron+lady+2011,42
261606,the+docks+of+new+york+1928,29
309350,catch+and+release+2006,81
333707,kinyarwanda+2011,8
146017,harry+potter+and+the+philosophers+stone+2001,124
185593,aliens+1986,91
305810,salt+of+the+earth+1954,55
313685,harry+potter+and+the+philosophers+stone+2001,14
345508,harry+potter+and+the+goblet+of+fire+2005,140
318333,the+advocate+1993,7
1123,the+godfather+1972,35
1575,billy+liar+1963,51
186255,interstellar+2014,29
133332,bachelor+apartment+1931,35
154332,happy+accidents+2000,15
297054,francis+1950,33
343179,the+bandit+1996,22
223985,the+dark+knight+2008,43
182451,star+wars+1977,117
164870,city+hall+1996,108
297166,blue+is+the+warmest+color+2013,156
268319,ice+age+continental+drift+2012,17
301597,monsterman+2014,63
245897,the+lord+of+the+rings+the+return+of+the+king+2003,195
257333,princess+mononoke+1997,28
293804,monty+python+and+the+holy+grail+1975,42
277727,the+hunger+games+mockingjay+-+part+1+2014,56
93319,bolt+2008,41
57169,princess+mononoke+1997,35
61709,puff_+puff_+pass+2006,71
323115,goodbye_+columbus+1969,92
155726,cinderella+2015,77
154649,the+square+2013,37
211129,babes+on+broadway+1941,28
352087,the+princess+diaries+2+royal+engagement+2004,43
26744,kagemusha+1980,154
137096,den+enskilde+medborgaren+2006,96
307371,live+nude+girls+1995,73
289873,melancholia+2011,74
324008,forrest+gump+1994,60
203588,little+lord+fauntleroy+1936,67
57413,a+tale+of+two+sisters+2003,88
258822,fireproof+2008,94
218519,north+by+northwest+1959,27
27541,fantomas+1964,65
276161,anastasia+1956,27
90333,cry-baby+1990,2
291234,seven+samurai+1954,66
72038,the+decline+of+western+civilization+part+ii+the+metal+years+1988,85
140701,once+upon+a+time...+when+we+were+colored+1996,101
40335,harvest+3_000+years+1976,108
252140,arc+2006,73
298899,dragon+ball+gt+a+heros+legacy+1997,43
83511,oceans+eleven+2001,44
115954,stop-loss+2008,22
159255,boys+1977,53
61316,shoot+the+piano+player+1960,57
199281,hellboy+ii+the+golden+army+2008,36
47632,buffalo+66+1998,32
74348,terminator+2+judgment+day+1991,22
191429,murder+by+numbers+2002,24
185782,10+things+i+hate+about+you+1999,50
182282,the+hobbit+an+unexpected+journey+2012,86
160652,entertaining+angels+-+the+dorothy+day+story+1996,65
218625,the+housemaid+1960,47
249162,the+man+from+nowhere+2010,109
126657,the+deer+hunter+1978,68
125334,craig+ferguson+im+here+to+help+2013,56
288815,grey+gardens+2009,85
5912,the+man+in+the+moon+1991,88
152590,pulp+fiction+1994,16
262062,the+door+in+the+floor+2004,110
256667,se7en+1995,2
167715,mongol+the+rise+of+genghis+khan+2007,95
44954,the+good_+the+bad+and+the+ugly+1966,63
254155,the+fifth+element+1997,51
157404,arsenic+and+old+lace+1944,93
298614,the+freshman+1925,11
101988,geronimo+an+american+legend+1993,77
223704,whisper+of+the+heart+1995,50
61389,the+student+prince+in+old+heidelberg+1928,81
126214,adventures+in+babysitting+1987,70
16099,iron+man+2008,123
131394,the+bang+bang+club+2010,45
161584,galaxy+quest+1999,71
286021,the+green+mile+1999,160
190821,scarlet+street+1945,97
292369,little+miss+sunshine+2006,91
194073,karan+arjun+1995,26
264179,project+a+ii+1987,58
322142,megamind+2010,72
10040,despicable+me+2010,32
31383,dont+go+breaking+my+heart+2011,105
105212,the+lord+of+the+rings+the+two+towers+2002,178
310421,jude+1996,113
128945,the+prize+of+peril+1983,35
343514,the+dark+knight+2008,68
216617,wreck-it+ralph+2012,26
258093,geronimo+an+american+legend+1993,41
210522,paul+2011,20
30027,akira+1988,81
224396,whiplash+2014,77
22964,help+me_+eros+2007,60
257639,intacto+2001,104
287907,the+long+weekend+2005,54
156506,my+name+is+joe+1998,105
76691,hellbenders+2013,88
98554,gold+1934,30
40211,a+gang+story+2011,57
25519,monty+python+and+the+holy+grail+1975,36
269691,my+life+without+me+2003,36
202448,future+weather+2012,56
194807,sleeping+beauty+1959,35
261848,goodfellas+1990,22
32381,a+walk+among+the+tombstones+2014,72
164242,the+dark+knight+2008,140
195685,argo+2012,33
121878,get+thrashed+2006,39
156529,cotton+comes+to+harlem+1970,81
314869,odd+thomas+2013,65
176772,this+is+the+night+1932,33
60142,fanny++alexander+1982,125
142867,leon+the+professional+1994,17
338881,the+godfather+1972,111
276164,coraline+2009,40
4255,diary+of+a+cannibal+2007,19
279006,paul+williams+still+alive+2011,58
325516,sex+up+your+life+2005,81
348613,send+me+no+flowers+1964,34
226083,fight+club+1999,29
232477,pather+panchali+1955,22
44523,it+follows+2015,16
95669,spider-man+2002,98
314955,the+secret+world+of+arrietty+2010,69
111796,voodoo+dawn+1991,66
245599,brokeback+mountain+2005,11
147986,the+hobbit+the+battle+of+the+five+armies+2014,14
263132,my+neighbor+totoro+1988,10
118878,soldier+blue+1970,40
258556,ma+2011,20
42313,all+the+presidents+men+1976,43
131351,human+trafficking+2005,6
71922,beau+brummell+this+charming+man+2006,40
349305,charlie+chan+at+the+wax+museum+1940,48
312867,supercross+2005,27
188980,olivier_+olivier+1992,66
330118,my+neighbor+totoro+1988,51
33045,castle+in+the+sky+1986,35
254353,the+matrix+1999,33
18365,the+hunger+games+mockingjay+-+part+1+2014,65
8615,matewan+1987,78
147444,the+conjuring+2013,76
212200,megamind+2010,7
247022,walle+2008,20
190149,finding+nemo+2003,22
288765,treasure+island+1990,31
203373,shrek+forever+after+2010,62
87972,smokers+only+2002,43
225894,quicksand+2003,44
260765,hana+and+alice+2004,40
287652,men+in+black+1997,6
199485,saving+private+ryan+1998,163
119267,involuntary+2008,34
264502,the+blade+1995,20
168494,kind+hearts+and+coronets+1949,101
321584,casino+royale+2006,6
177612,terminator+2+judgment+day+1991,136
102287,alone+1999,94
195722,my+name+is+nobody+1973,112
245224,oceans+eleven+2001,76
187175,gods+and+generals+2003,121
186817,anastasia+1956,87
110613,colorful+2010,6
222070,the+big+empty+2003,18
83893,storm+center+1956,14
239452,trust+1990,40
298152,chicken+run+2000,36
62633,the+dark+knight+2008,34
68839,king+of+the+children+1987,47
324832,the+heroes+of+telemark+1965,3
174422,hairspray+2007,118
248409,charlie+and+the+chocolate+factory+2005,34
27738,the+hobbit+the+battle+of+the+five+armies+2014,138
169454,secret+of+the+wings+2012,15
232521,charlie+and+the+chocolate+factory+2005,100
153294,coffin+rock+2009,68
197936,the+hunger+games+mockingjay+-+part+1+2014,92
91878,laila+1929,107
254867,the+wolf+of+wall+street+2013,147
138584,the+man+with+the+golden+gun+1974,114
140435,the+harvey+girls+1946,77
235254,songs+from+the+second+floor+2000,42
352201,lady+chatterley+2006,129
85028,,
258198,thor+2011,44
210280,coraline+2009,71
285991,cinderella+man+2005,79
309349,dawn+of+the+planet+of+the+apes+2014,63
305862,quo+vadis+1951,79
277095,fantmas+in+the+shadow+of+the+guillotine+1913,29
67950,how+high+2001,19
129713,the+crime+of+padre+amaro+2002,46
337826,warriors+of+the+year+2072+1984,83
335323,237+2006,24
301302,goyokin+1969,77
47902,johnny+got+his+gun+1971,2
211338,delicatessen+1991,19
13854,shottas+2002,58
213568,gypsy+1993,37
198923,the+invisible+ray+1936,23
31494,avatar+2009,92
322900,like+you+know+it+all+2009,110
61200,coal+miners+daughter+1980,55
337046,die+hard+1988,30
51908,new+years+eve+2011,88
69936,the+bandit+1996,69
152451,werckmeister+harmonies+2000,99
186144,men+in+black+1997,80
200366,indiana+jones+and+the+last+crusade+1989,36
20549,dead+poets+society+1989,73
184178,pistol+whipped+2008,22
42730,the+scarlet+letter+1995,36
29699,the+shawshank+redemption+1994,2
236555,the+bear+2011,20
75889,willy+wonka++the+chocolate+factory+1971,14
43290,snow+white+and+the+seven+dwarfs+1937,25
294010,a+secret+2007,48
258530,girls+on+top+2001,51
2452,aladdin+1992,49
129539,dragon+ball+z+broly+-+the+legendary+super+saiyan+1993,20
109397,double+indemnity+1944,93
127047,box+of+moonlight+1996,9
25127,the+pillow+book+1996,12
334405,the+lord+of+the+rings+the+two+towers+2002,20
62418,survival+island+2005,13
302988,the+devils+rain+1975,28
221953,army+of+shadows+1969,58
10211,harry+potter+and+the+order+of+the+phoenix+2007,69
309278,this+boys+life+1993,88
185925,geronimo+an+american+legend+1993,107
201595,strange+wilderness+2008,62
238045,the+sand+pebbles+1966,98
69513,think+like+a+man+too+2014,76
311234,battle+royale+2000,17
153731,terminator+2+judgment+day+1991,62
243044,mutant+aliens+2002,38
124107,the+matrix+1999,101
204352,letters+from+iwo+jima+2006,99
147525,big+shot+confessions+of+a+campus+bookie+2002,67
286506,control+2003,70
131644,the+black+power+mixtape+1967-1975+2011,66
15906,saving+private+ryan+1998,39
204232,black+book+2006,32
16457,terminator+2+judgment+day+1991,13
138208,the+lord+of+the+rings+the+two+towers+2002,168
283915,the+dark+knight+2008,49
295789,the+immortals+1995,38
72398,raging+bull+1980,39
285538,blade+runner+1982,17
178425,paul+williams+still+alive+2011,14
269709,the+pursuit+of+happiness+1971,41
228428,blood+2012,34
237209,shoot+em+up+2007,82
136902,wreck-it+ralph+2012,16
212606,personal+best+1982,17
135896,no+direction+home+bob+dylan+2005,68
131103,how+to+train+your+dragon+2+2014,46
301903,the+phantom+carriage+1921,73
227843,forrest+gump+1994,28
19244,10+questions+for+the+dalai+lama+2006,27
156486,song+of+the+south+1946,70
227332,two+solutions+for+one+problem+1975,6
73941,breaking+and+entering+2006,16
8999,imaginary+heroes+2004,23
131727,elena+undone+2010,40
41665,the+devil+wears+prada+2006,74
19232,arsenic+and+old+lace+1944,104
69,trapeze+1956,16
253553,tokyo+gore+police+2008,52
325751,deadfall+1993,51
317834,insomnia+2002,87
92513,shaft+2000,25
216238,django+unchained+2012,47
78476,forrest+gump+1994,1
180104,the+boy+in+the+striped+pyjamas+2008,28
344378,crazy+2005,80
333122,from+the+earth+to+the+moon+1998,390
337986,water+2005,108
220344,transformers+age+of+extinction+2014,92
49114,my+neighbor+totoro+1988,57
76863,the+incredibles+2004,5
47218,from+the+life+of+the+marionettes+1980,40
184936,the+lord+of+the+rings+the+two+towers+2002,141
82541,mulan+1998,10
231807,kon-tiki+2012,30
162022,the+lord+of+the+rings+the+return+of+the+king+2003,191
142523,the+first+beautiful+thing+2010,55
140153,harry+potter+and+the+deathly+hallows+part+2+2011,37
30712,fury+2014,33
269469,the+39+steps+1935,24
208998,bruce+almighty+2003,24
13322,big+hero+6+2014,12
306347,alien+1979,6
48859,new+york+a+documentary+film+1999,210
25763,reaching+for+the+moon+2013,12
153751,the+pajama+game+1957,27
266872,dark+house+2009,10
249840,snake+eyes+1998,24
197468,little+big+man+1970,10
329342,dawn+of+the+planet+of+the+apes+2014,3
148177,constantine+2005,5
10723,restoration+1995,5
174469,spirited+away+2001,3
171479,water+lilies+2007,0
349186,a+funny+thing+happened+on+the+way+to+the+forum+1966,0
345449,two+for+the+money+2005,0
108040,keeping+up+with+the+steins+2006,0
180434,people+on+sunday+1930,0
242530,the+sound+of+music+1965,48
55009,ponyo+2008,56
347327,the+cabin+in+the+cotton+1932,0
242061,klute+1971,0
284094,abcs+of+death+2+2014,0
2236,ride+lonesome+1959,0
319279,aliens+vs+predator+requiem+2007,23
191222,i+see+a+dark+stranger+1946,111
114418,harry+potter+and+the+deathly+hallows+part+1+2010,103
258331,the+last+seduction+1994,79
320259,interstellar+2014,68
213873,secret+sunshine+2007,7
213898,client+9+the+rise+and+fall+of+eliot+spitzer+2010,3
47102,monsters_+inc.+2001,36
296413,the+killing+fields+1984,25
339133,the+sorrow+and+the+pity+1969,46
246929,alabama+moon+2009,88
194221,watchmen+2009,92
175900,abe+lincoln+in+illinois+1940,26
90912,broken+wings+2002,7
192854,forrest+gump+1994,4
103198,little+white+lies+2010,103
267239,whos+afraid+of+virginia+woolf+1966,97
171274,terminator+2+judgment+day+1991,128
41934,forrest+gump+1994,47
339300,young+mr.+lincoln+1939,27
53305,army+of+shadows+1969,88
303953,spider-man+2002,46
240419,i_+robot+2004,2
122764,fight+club+1999,132
202620,the+angriest+man+in+brooklyn+2014,40
127845,rashomon+1950,83
231591,house+of+usher+1960,41
207489,kingsman+the+secret+service+2015,103
277721,the+hobbit+an+unexpected+journey+2012,20
112578,crouching+tiger_+hidden+dragon+2000,64
332089,the+avengers+2012,139
54236,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,29
284780,moomins+on+the+riviera+2014,20
2143,straw+dogs+1971,56
6485,menolippu+mombasaan+2002,66
305198,save+the+tiger+1973,90
290869,the+great+debaters+2007,17
95402,attila+2001,70
13005,texas+chainsaw+3d+2013,57
104702,the+mother+and+the+whore+1973,115
97878,as+luck+would+have+it+2011,36
29540,scooby-doo+and+the+witchs+ghost+1999,62
93755,the+fifth+element+1997,21
331953,malcolm+x+1992,16
131782,cinderella+1950,15
325320,the+secret+of+santa+vittoria+1969,131
291346,cold+fish+2010,114
287365,casino+royale+2006,10
161389,the+wolf+of+wall+street+2013,48
176725,forrest+gump+1994,26
294776,leon+the+professional+1994,86
234136,the+soul+of+a+man+2003,93
156118,harry+potter+and+the+chamber+of+secrets+2002,147
48322,demolition+man+1993,104
38552,seven+samurai+1954,79
245655,frozen+2013,47
10725,one+flew+over+the+cuckoos+nest+1975,125
298262,adam+2009,2
110025,the+wolf+of+wall+street+2013,110
144534,iraq+in+fragments+2006,71
61009,spring+is+here+1930,56
238409,the+green+mile+1999,98
178365,batman+begins+2005,95
16121,the+dark+knight+rises+2012,61
343944,seven+samurai+1954,103
186335,the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,121
284188,lawrence+of+arabia+1962,170
350736,up+2009,56
13934,dont+tempt+me+2001,72
12713,wake+wood+2011,82
218664,twenty+bucks+1993,61
75764,the+things+of+life+1970,58
309336,the+queen+2006,39
333998,the+sure+thing+1985,57
60835,men+in+hope+2011,74
105422,samurai+ii+duel+at+ichijoji+temple+1955,86
90465,ballet+shoes+2008,8
290966,the+dark+knight+2008,60
6750,toy+story+3+2010,58
5049,the+skeleton+twins+2014,61
306710,tangled+2010,93
45009,kamikaze+girls+2004,57
171700,star+wars+1977,1
76733,guest+from+the+future+1984,229
11916,meltdown+days+of+destruction+2006,91
336860,inception+2010,114
338262,priest+2011,86
199813,dances+with+wolves+1990,122
44579,the+fool+2014,30
225288,firefox+1982,6
309102,indiana+jones+and+the+last+crusade+1989,93
53863,close+encounters+of+the+third+kind+1977,69
342787,alien+1979,70
50976,ginger+and+fred+1986,17
52919,the+silence+2010,69
248514,the+bag+man+2014,103
183523,the+shawshank+redemption+1994,64
47006,the+secret+world+of+arrietty+2010,14
108743,the+dancemaker+1998,87
239547,suddenly+1954,67
135970,leon+the+professional+1994,30
92544,the+lord+of+the+rings+the+two+towers+2002,78
319539,harry+potter+and+the+half-blood+prince+2009,41
301410,the+hunger+games+mockingjay+-+part+1+2014,61
72231,the+princess+diaries+2001,37
113851,bad+grandpa+.5+2014,8
308786,the+philadelphia+story+1940,70
186593,mr.+klein+1976,55
223040,gambit+1966,40
24616,the+grey+zone+2001,23
23681,the+secret+world+of+arrietty+2010,42
316102,himalaya+1999,21
326614,harry+potter+and+the+prisoner+of+azkaban+2004,31
347912,2001+a+space+odyssey+1968,129
307985,triumph+of+the+will+1935,75
159888,monsters_+inc.+2001,60
152353,anchors+aweigh+1945,80
12195,13+assassins+2010,29
248176,the+imitation+game+2014,106
146932,gladiator+2000,116
251850,rosenstrasse+2003,71
216702,the+one-armed+swordsman+1967,20
222094,beauty+and+the+beast+1991,85
203446,tromeo++juliet+1996,57
234891,alice+in+wonderland+1951,39
162619,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,152
239604,blade+runner+1982,14
334356,fay+grim+2006,38
107675,bullhead+2011,127
290522,a+separation+2011,7
204949,the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,108
163237,after+the+rain+1999,29
165123,terminator+salvation+2009,98
75680,of+mice+and+men+1992,64
9145,interstellar+2014,163
46064,nocturna+2007,1
181176,harry+potter+and+the+philosophers+stone+2001,135
103909,saving+private+ryan+1998,140
309986,cyborg+1989,45
105104,whiplash+2014,76
90328,the+art+of+war+iii+retribution+2009,55
279348,impudent+girl+1985,30
158254,odd+man+out+1947,114
97414,foxfire+2012,66
218551,interstellar+2014,100
56726,spirited+away+2001,37
168288,diabolique+1955,67
286158,last+tango+in+paris+1972,36
262164,the+man+who+shot+liberty+valance+1962,57
272572,a+perfect+murder+1998,46
215344,sleuth+1972,51
124137,interstellar+2014,89
5761,results+2015,18
284231,murmur+of+the+heart+1971,32
320945,harry+potter+and+the+half-blood+prince+2009,112
67456,saint+laurent+2014,148
277381,forrest+gump+1994,59
347250,predator+1987,103
202831,the+imitation+game+2014,62
302409,dorian+gray+2009,109
293208,indiana+jones+and+the+temple+of+doom+1984,99
257239,run+if+you+can+2010,44
85047,woman+in+the+dunes+1964,78
82701,finding+nemo+2003,95
160887,dead+rising+watchtower+2015,84
168647,the+ring+1927,44
289421,my+neighbor+totoro+1988,61
267352,the+perverts+guide+to+ideology+2012,53
309591,the+hunger+games+mockingjay+-+part+1+2014,60
216887,germany+pale+mother+1980,87
2439,the+secret+of+the+grain+2007,119
282617,the+dark+knight+rises+2012,155
146830,the+little+devil+1988,84
163123,the+good_+the+bad+and+the+ugly+1966,27
76335,inglourious+basterds+2009,42
146081,two+days_+one+night+2014,80
347715,a+hijacking+2012,6
3824,bathory+countess+of+blood+2008,114
347680,the+sword+in+the+stone+1963,80
75757,the+man+who+knew+too+much+1956,67
139461,jude+the+obscure+1971,196
22432,kill+bill+vol.+1+2003,99
115487,the+quiet+room+1996,89
216260,the+moment+after+2+the+awakening+2006,25
5880,the+lord+of+the+rings+the+return+of+the+king+2003,76
175848,leon+the+professional+1994,11
9039,wild+zero+1999,18
29764,clear+and+present+danger+1994,48
30226,mimino+1977,21
249825,gentlemen+of+fortune+1971,83
330360,finding+nemo+2003,99
119520,keeping+the+faith+2000,10
141690,the+secret+world+of+arrietty+2010,88
274190,the+spitfire+grill+1996,34
134854,gaslight+1944,42
193773,the+strawberry+statement+1970,98
174233,cloudy+with+a+chance+of+meatballs+2+2013,9
22728,cashback+2006,41
121248,monsieur+hire+1989,4
273824,haunted+echoes+2008,53
284118,headhunters+2011,38
264163,shanghai+express+1932,38
14837,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,117
234328,seven+samurai+1954,144
310374,brokeback+mountain+2005,34
205582,gandhi+1982,116
64692,big+nothing+2006,40
156411,teheran+43+1980,114
147423,inception+2010,74
343377,the+avengers+2012,80
105988,the+wind+rises+2013,78
283683,a+love+song+for+bobby+long+2004,33
239211,the+bird+people+in+china+1998,96
235388,the+suspect+1944,84
113941,zatoichi+2003,112
56540,lemming+2005,62
153539,freedom+downtime+2001,65
56720,terminator+2+judgment+day+1991,32
58540,seven+samurai+1954,58
58014,freedomfighters+1996,30
62061,monty+python+and+the+holy+grail+1975,41
273699,jules+and+jim+1962,14
36354,harry+potter+and+the+deathly+hallows+part+2+2011,91
13128,the+last+unicorn+1982,11
292490,good+news+1947,66
268409,future+by+design+2006,80
178152,hostage+2005,55
237592,despicable+me+2010,7
74470,pulp+fiction+1994,142
48151,inception+2010,112
28841,life+as+we+know+it+2010,58
89332,transylvania+2006,73
88709,sweet+smell+of+success+1957,29
342579,mac+1992,62
20870,guilty+by+suspicion+1991,65
209980,daughters+of+dolma+2013,12
179,howls+moving+castle+2004,59
59852,prizzis+honor+1985,37
300332,batman+begins+2005,47
347636,stalin+1992,78
183325,dial+m+for+murder+1954,25
64010,land+of+the+dead+2005,29
71994,prey+for+rock++roll+2003,88
203597,well+never+have+paris+2014,44
56137,concert+for+george+2002,39
87362,the+last+days+of+disco+1998,63
266665,alice+in+wonderland+1951,55
91952,cast+away+2000,143
103006,my+blue+heaven+1950,33
315508,casablanca+1942,41
59941,spirited+away+2001,11
48690,come+back+to+me+2014,33
131154,caf+de+flore+2011,106
288415,el+dorado+1988,24
82925,the+reincarnation+of+isabel+1973,16
19754,wolf+creek+2+2013,88
24356,ran+1985,70
259094,bliss+1985,26
101704,monty+python+and+the+holy+grail+1975,47
293427,mrs+brown+1997,63
21697,the+deadly+trackers+1973,20
39856,fanny++alexander+1982,179
281805,the+living+daylights+1987,15
175095,interstellar+2014,16
319827,se7en+1995,65
6861,miraculum+2014,67
227482,things+i+like_+things+i+dont+like+1989,3
100833,seven+samurai+1954,52
137175,the+pride+of+the+yankees+1942,106
115529,to+be+or+not+to+be+1942,24
233634,goodbye+bafana+2007,108
336254,black+cat_+white+cat+1998,41
248973,goodfellas+1990,81
332147,the+disappearance+of+alice+creed+2009,82
63503,gone+girl+2014,103
345473,macbeth+1983,20
70681,harry+potter+and+the+order+of+the+phoenix+2007,2
308558,mr.+denning+drives+north+1952,2
47491,day+for+night+1973,27
282860,the+dark+knight+rises+2012,96
228105,the+war+2007,91
118762,the+hunger+games+mockingjay+-+part+1+2014,91
170556,gone+girl+2014,134
270986,paradise+faith+2012,7
250109,w.e.+2011,104
239848,spider-man+3+2007,60
259170,sholay+1975,196
145402,the+chase+1966,103
299259,twin+sisters+2002,35
41537,christiane+f.+1981,118
46979,the+dark+knight+2008,3
60404,jewtopia+2012,70
223356,ice+princess+2005,18
92001,slumdog+millionaire+2008,57
215606,insurgent+2015,47
31243,a+delicate+balance+1973,8
250176,and+then+there+were+none+1945,5
11229,harry+potter+and+the+deathly+hallows+part+1+2010,95
249576,travels+with+my+aunt+1972,10
283641,megamind+2010,10
62420,streetdance+3d+2010,33
270046,one+flew+over+the+cuckoos+nest+1975,26
79584,the+rolling+stones+gimme+shelter+1970,50
103544,some+like+it+hot+1959,81
109746,new+jack+city+1991,44
223008,harry+potter+and+the+deathly+hallows+part+2+2011,6
29727,dave+1993,6
232747,wreck-it+ralph+2012,38
242795,guardians+of+the+galaxy+2014,86
253917,faster_+pussycat+kill+kill+1965,28
2808,one+flew+over+the+cuckoos+nest+1975,43
64928,my+life+in+ruins+2009,32
215807,the+exterminating+angels+2006,5
296082,phantom+of+the+megaplex+2000,11
256022,indiana+jones+and+the+temple+of+doom+1984,9
281948,white+nights+1985,74
58334,star+wars+episode+ii+-+attack+of+the+clones+2002,48
57640,cyrano+de+bergerac+1990,136
92823,cowboy+bebop+the+movie+2001,72
138567,goodfellas+1990,82
252037,you+dont+know+jack+2010,86
47976,empty+nest+2008,18
272306,oceans+eleven+2001,106
341310,harry+potter+and+the+order+of+the+phoenix+2007,7
300062,the+dark+knight+rises+2012,133
44302,iron+man+2+2010,115
38462,waiting+for+guffman+1996,18
240747,the+peach+thief+1964,81
319773,open+your+eyes+1997,32
266991,the+good_+the+bad+and+the+ugly+1966,106
125603,the+lord+of+the+rings+the+return+of+the+king+2003,84
114485,despicable+me+2010,13
83864,magicians+2007,57
337064,blood+simple+1984,33
271777,walle+2008,90
168803,the+hobbit+an+unexpected+journey+2012,96
39507,boyz+n+the+hood+1991,55
58676,seven+samurai+1954,72
79944,dont+tempt+me+2001,93
279945,jewtopia+2012,13
265014,the+king+of+comedy+1982,88
180036,the+chicago+8+2011,56
163154,harry+potter+and+the+order+of+the+phoenix+2007,98
183186,bolt+2008,88
184615,the+shawshank+redemption+1994,133
30481,american+kickboxer+1991,70
343477,fingers+1978,25
39227,infernal+affairs+2002,26
67328,wuthering+heights+1939,70
180932,animal+kingdom+2010,59
6568,leningrad+2009,92
134936,the+colors+of+the+mountain+2011,91
317679,a+cry+in+the+dark+1988,22
138327,cinderella+2015,22
248845,fight+club+1999,76
39635,ugly_+dirty+and+bad+1976,71
212490,jesus+of+montreal+1989,102
39407,true+legend+2010,64
98070,gone+girl+2014,124
196466,treasure+planet+2002,4
277126,star+trek+insurrection+1998,68
107113,live+free+or+die+hard+2007,97
156002,harry+potter+and+the+chamber+of+secrets+2002,46
1036,silver+linings+playbook+2012,54
181916,kagemusha+1980,1
328167,don+jon+2013,22
77421,i+am+sam+2001,122
52021,toy+story+1995,50
349848,the+brave+1997,25
162071,slap+shot+1977,51
57890,keys+to+tulsa+1997,74
248980,the+experience+1973,33
184912,inception+2010,127
221754,snowball+express+1972,45
105811,the+first+star+2009,85
77928,last+i+heard+2013,96
219424,bunnyman+2011,40
34285,castle+in+the+sky+1986,16
287788,the+st++francisville+experiment+2000,19
215329,ballet+shoes+2008,60
256564,the+man+next+door+2009,45
310866,lets+go+to+prison+2006,66
117054,first+blood+1982,20
44801,back+to+the+future+1985,35
281838,all+the+presidents+men+1976,94
186973,when+eight+bells+toll+1971,1
140034,vera+drake+2004,109
162729,the+fifth+element+1997,126
345135,document+of+the+dead+1985,22
243870,the+snapper+1993,52
70159,modern+romance+1981,35
34269,in+old+chicago+1937,15
269992,leon+the+professional+1994,83
246140,the+apartment+1996,23
176875,spirit+stallion+of+the+cimarron+2002,49
189095,fun++fancy+free+1947,62
180988,the+terminator+1984,47
217126,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,73
166967,live+flesh+1997,63
32150,scarface+1983,20
82099,way+way+out+1966,52
7117,never+say+never+again+1983,37
60420,bang+bang+youre+dead+2002,7
75330,saving+private+ryan+1998,109
246889,10+things+i+hate+about+you+1999,83
139416,white+sands+1992,8
1805,megamind+2010,76
277810,the+man+who+knew+too+much+1956,3
307041,princess+mononoke+1997,133
244871,puppetry+of+the+penis+live+at+the+forum+2001,30
282953,the+story+of+film+an+odyssey+2011,118
289079,the+lord+of+the+rings+the+return+of+the+king+2003,2
108492,war+and+peace+2002,6
182832,ice+age+continental+drift+2012,12
278202,the+gods+must+be+crazy+1980,108
13511,bird+1988,5
228513,king+ordinary+2013,94
214115,lethal+weapon+1987,56
352258,whiplash+2014,13
230993,to+live+1994,25
63410,rage+of+angels+1983,33
211435,american+pie+2+2001,32
122814,pushing+hands+1992,57
25871,gattaca+1997,51
208206,9+songs+2004,33
44194,total+recall+1990,105
79850,constantine+2005,9
339925,oliver+twist+1948,51
76587,inception+2010,18
270140,majesty+2010,93
21065,the+book+thief+2013,116
314243,inception+2010,120
80879,the+cuckoo+2002,23
263653,ping+pong+2012,27
319834,hulk+vs.+wolverine+2009,27
123688,crook+2004,93
136909,the+hobbit+an+unexpected+journey+2012,37
129654,the+day+a+pig+fell+into+the+well+1996,17
53407,sybil+1976,126
87880,emotion+1966,3
326913,the+avengers+2012,124
43973,open+water+2004,58
154226,seven+samurai+1954,99
331811,night+of+the+demon+1957,89
70824,six+pack+1982,64
299543,little+miss+broadway+1938,28
239512,doomsday+2008,104
330033,toy+story+3+2010,53
205681,angels+in+america+2003,17
45610,la+ronde+1950,11
171001,the+death+of+mr.+lazarescu+2005,7
70633,i+am+a+fugitive+from+a+chain+gang+1932,14
345618,whiplash+2014,8
317749,the+day+the+earth+stood+still+1951,1
200186,blood+on+the+moon+1948,4
291243,heavy+metal+2000+2000,0
70821,incendies+2010,0
21461,the+first+great+train+robbery+1979,0
157138,metal+a+headbangers+journey+2005,16
344414,driven+to+kill+2009,59
48459,explorers+1985,4
