userid,movieid,minute
3113,contraband+1940,3.0
124320,plot+of+fear+1976,2.0
289343,the+fbi+story+1959,56.0
8093,craig+ferguson+does+this+need+to+be+said+2011,58.0
214901,ritual+2000,17.0
291346,cold+fish+2010,76.0
40184,nebraska+2013,68.0
141634,without+lying+down+frances+marion+and+the+power+of+women+in+hollywood+2000,55.0
213736,halloween+1978,88.0
261785,the+six+million+dollar+man+1973,18.0
300818,diplomacy+2014,21.0
178929,bent+1997,65.0
51966,the+year+01+1973,18.0
284495,school+ties+1992,75.0
272189,citizen+toxie+the+toxic+avenger+iv+2001,91.0
22709,the+woman+in+the+septic+tank+2011,82.0
155331,coonskin+1975,77.0
265603,the+african+1983,65.0
74989,life+1999,65.0
323711,yellowbrickroad+2010,31.0
235929,84+charing+cross+road+1987,50.0
52404,enough+said+2013,54.0
175062,pilgrimage+1933,55.0
52839,rebel+without+a+cause+1955,64.0
238652,picture+this+2008,93.0
314556,white+of+the+eye+1988,51.0
90419,the+goodbye+girl+2004,80.0
105202,the+incredible+burt+wonderstone+2013,26.0
30603,black+hawk+down+2001,110.0
24669,the+rover+2014,40.0
329394,sicko+2007,97.0
291266,marketa+lazarov+1967,141.0
138107,two+evil+eyes+1990,118.0
56317,black+venus+2010,160.0
56637,the+inbetweeners+movie+2011,45.0
124916,colt+comrades+1943,44.0
346309,an+all+dogs+christmas+carol+1998,59.0
181431,divorce+iranian+style+1998,15.0
191046,playing+it+cool+2014,15.0
5345,intolerance+loves+struggle+throughout+the+ages+1916,69.0
132747,tucker+the+man+and+his+dream+1988,106.0
187628,a+simple+plan+1998,7.0
171522,glengarry+glen+ross+1992,95.0
324646,ferris+buellers+day+off+1986,5.0
77531,i+am+curious+yellow+1967,2.0
239143,inside+man+2006,1.0
277453,klute+1971,12.0
328640,mr.+vampire+1985,82.0
328627,the+private+affairs+of+bel+ami+1947,56.0
241181,hair+1979,113.0
341874,the+yellow+handkerchief+2008,78.0
286364,mermaid+chronicles+part+1+she+creature+2001,64.0
160515,blind+horizon+2003,29.0
115852,hangar+18+1980,45.0
214050,army+of+shadows+1969,127.0
83400,the+big+parade+1925,49.0
294611,emr+2004,11.0
195771,paper+man+2009,104.0
32883,thriller+a+cruel+picture+1973,66.0
307791,rush+beyond+the+lighted+stage+2010,59.0
39662,the+man+who+would+be+king+1975,43.0
303074,dreamgirls+2006,84.0
18070,jeepers+creepers+2001,65.0
125225,the+importance+of+being+earnest+1952,67.0
59176,the+pride+of+the+yankees+1942,38.0
108538,antisocial+2013,30.0
266491,please+give+2010,7.0
256468,summer+house+2013,19.0
259270,american+pie+2+2001,11.0
40940,feast+2005,7.0
279106,buck+2011,44.0
244150,public+enemies+2009,95.0
346241,surfs+up+2007,71.0
73274,champagne+for+caesar+1950,40.0
151902,the+descent+2005,81.0
126304,soap+and+water+1983,85.0
288117,sex+the+annabel+chong+story+1999,70.0
36316,freedom+song+2000,104.0
121985,friendly+persuasion+1956,56.0
68232,blood+and+roses+1960,30.0
328688,the+keep+1983,49.0
39331,and+starring+pancho+villa+as+himself+2003,110.0
204782,the+return+of+the+living+dead+1985,87.0
316269,batch+81+1982,91.0
164458,the+postman+1994,74.0
21748,the+right+stuff+1983,96.0
305120,miracle+in+cell+no.+7+2013,47.0
257187,the+d+train+2015,53.0
267470,ruby++quentin+2003,37.0
335600,employees+entrance+1933,76.0
234565,i+love+you+again+1940,8.0
298899,dragon+ball+gt+a+heros+legacy+1997,5.0
67456,saint+laurent+2014,115.0
266954,bad+medicine+1985,13.0
53031,under+the+bombs+2007,55.0
41787,lamour+fou+2010,73.0
140463,trouble+the+water+2008,17.0
25259,the+late+george+apley+1947,91.0
179304,day+watch+2006,44.0
178199,angels+of+the+universe+2000,33.0
297772,timecrimes+2007,84.0
42391,jay+and+silent+bob+strike+back+2001,46.0
118976,down+twisted+1987,77.0
99005,a+world+apart+1988,31.0
241605,the+secret+of+moonacre+2008,61.0
282729,tulpan+2009,93.0
298313,family+viewing+1987,52.0
41264,shades+of+ray+2008,17.0
39363,stuck+in+love+2012,45.0
50326,the+cat+and+the+canary+1927,74.0
81842,together+again+1944,67.0
141662,the+expert+1995,15.0
64902,wing+chun+1994,91.0
24427,one+mile+away+2013,32.0
85008,a+midsummer+nights+dream+1935,85.0
150974,a+cinderella+story+2004,17.0
228802,the+departed+2006,55.0
233760,species+ii+1998,23.0
58934,supermarket+woman+1996,71.0
13110,four+brothers+2005,18.0
290038,boyz+n+the+hood+1991,88.0
287907,the+long+weekend+2005,16.0
75637,smooth+talk+1985,74.0
78238,the+incredible+melting+man+1977,76.0
339880,dont+look+now+were+being+shot+at+1966,4.0
181400,napoleon+1927,167.0
140754,chicago+2002,36.0
227608,ruthless+people+1986,47.0
290650,american+movie+1999,66.0
178441,remarkable+power+2008,80.0
280223,tie+xi+qu+west+of+the+tracks+2002,522.0
22106,deathtrap+1982,103.0
97376,the+pirates+in+an+adventure+with+scientists+2012,31.0
291067,jack+and+the+beanstalk+1952,30.0
59668,chinese+puzzle+2013,21.0
75739,the+sons+room+2001,48.0
85608,aziz+ansari+intimate+moments+for+a+sensual+evening+2010,3.0
243181,help+me_+eros+2007,40.0
63143,the+white+diamond+2004,84.0
24478,pay+or+die+1960,97.0
344125,i+spit+on+your+grave+2+2013,81.0
324514,killjoy+goes+to+hell+2012,44.0
259777,the+end+of+love+2013,65.0
37424,everyday+sunshine++the+story+of+fishbone+2011,71.0
188909,who+saw+him+die+1968,9.0
211036,the+express+2008,39.0
170093,the+three+musketeers+2011,80.0
221199,soccer+days+2003,38.0
211669,all+relative+2014,47.0
233393,synecdoche_+new+york+2008,38.0
332743,tarzan+1999,24.0
302837,bloodbath+at+the+house+of+death+1984,78.0
184791,scissere+1982,42.0
257995,la+vie+de+bohme+1992,13.0
250277,the+deadly+trap+1971,94.0
267409,the+twilight+saga+breaking+dawn+-+part+2+2012,82.0
286234,boynton+beach+club+2005,39.0
237144,blackboards+2000,8.0
79944,dont+tempt+me+2001,56.0
229128,meeting+people+is+easy+1998,24.0
159597,air+force+one+1997,26.0
85717,ice+age+dawn+of+the+dinosaurs+2009,8.0
350649,midnight+in+paris+2011,19.0
301457,a+gentle+woman+1969,82.0
76262,neil+young+journeys+2012,9.0
67645,stage+struck+1936,67.0
197242,funny+games+1997,94.0
100226,long+weekend+1978,40.0
246271,the+student+prince+in+old+heidelberg+1928,58.0
66722,asylum+1972,65.0
274699,the+ninth+configuration+1980,23.0
236393,a+chairy+tale+1957,10.0
19559,undertaking+betty+2002,80.0
170910,my+voyage+to+italy+1999,34.0
19759,charade+1963,37.0
301715,heaven+can+wait+1943,60.0
328422,loose+cannons+2010,13.0
201595,strange+wilderness+2008,24.0
323918,the+horses+mouth+1958,16.0
26896,the+women+1939,64.0
225202,rage+2009,41.0
273337,little+miss+marker+1934,32.0
289853,lady+be+good+1941,40.0
230772,the+miracle+worker+1962,9.0
121177,gabrielle+2013,33.0
159354,forgetting+sarah+marshall+2008,108.0
237353,the+bird+people+in+china+1998,23.0
117623,placido+1961,83.0
158626,city+streets+1931,38.0
15985,ballad+of+the+little+soldier+1984,1.0
261100,the+sorcerer+and+the+white+snake+2011,90.0
178456,tinker+bell+and+the+lost+treasure+2009,1.0
34857,howards+end+1992,68.0
50360,palindromes+2004,58.0
186744,sraphine+2008,88.0
143944,after+life+1998,34.0
311865,joan+of+paris+1942,19.0
277004,the+magic+of+mlis+1997,103.0
274408,girl+27+2007,1.0
17364,the+wrong+trousers+1993,27.0
340976,dr.+jekyll+and+mr.+hyde+1941,19.0
36518,porgy+and+bess+1959,24.0
174861,dangerous+beauty+1998,20.0
120294,murder+in+the+first+1995,16.0
235551,lenny+bruce+swear+to+tell+the+truth+1998,87.0
313357,starbuck+2011,27.0
262035,eight+men+out+1988,21.0
172926,while+she+was+out+2008,2.0
320394,the+far+horizons+1955,79.0
225029,wild+women+1970,16.0
198985,the+brotherhood+1968,4.0
309095,wild+at+heart+1990,1.0
154380,minnie+and+moskowitz+1971,0.0
307411,terms+of+endearment+1983,0.0
217986,edge+of+darkness+2010,0.0
24000,the+nada+gang+1974,127.0
315890,the+wonderful+crook+1974,12.0
148565,billys+holiday+1995,50.0
104438,new+town+killers+2008,92.0
316380,ulees+gold+1997,53.0
92978,jabberwocky+1977,30.0
96495,that+naughty+girl+1956,80.0
316809,sweeney+todd+the+demon+barber+of+fleet+street+2007,40.0
283212,sudden+impact+1983,60.0
221795,the+empire+strikes+back+1980,13.0
7781,come+drink+with+me+1966,31.0
188918,the+cloud-capped+star+1960,16.0
107107,the+invisible+woman+2009,58.0
316469,a+tale+of+two+cities+1935,27.0
136943,down+by+law+1986,64.0
46024,dodeska-den+1970,96.0
340964,time+masters+1982,76.0
257860,rio+2011,88.0
280934,memories+of+murder+2003,99.0
148540,the+last+word+2008,76.0
108055,killer+cop+1975,77.0
186805,arabian+nights+1974,56.0
29919,amateur+1994,91.0
304395,furry+vengeance+2010,73.0
40045,valdez+is+coming+1971,29.0
81117,hugh+hefner+playboy_+activist+and+rebel+2009,16.0
120534,all+for+the+winner+1990,84.0
317015,indie+game+the+movie+2012,49.0
259219,bull+durham+1988,63.0
113723,a+feast+at+midnight+1994,99.0
325320,the+secret+of+santa+vittoria+1969,93.0
266466,the+wind+1928,33.0
283291,lost+boys+of+sudan+2003,81.0
27311,hedda+gabler+1962,40.0
117415,how+green+was+my+valley+1941,104.0
16876,jauja+2014,41.0
270910,army+of+crime+2009,104.0
129275,the+other+shore+2013,21.0
17473,the+house+on+sorority+row+1983,52.0
292444,is+it+college+yet+2002,48.0
91137,advertising+and+the+end+of+the+world+1998,36.0
47776,capote+2005,31.0
6972,tanner+hall+2009,77.0
213418,oyster+farmer+2005,66.0
154749,bhowani+junction+1956,24.0
284138,in+the+loop+2009,23.0
193507,elizabeth+the+golden+age+2007,84.0
161415,as+cool+as+i+am+2013,83.0
347915,the+beach+girls+and+the+monster+1965,50.0
281062,a+gathering+of+old+men+1987,6.0
14483,walk+softly_+stranger+1950,8.0
84415,bronies+the+extremely+unexpected+adult+fans+of+my+little+pony+2012,88.0
44046,reversal+of+fortune+1990,63.0
24624,zodiac+2007,17.0
89464,kimjongilia+2009,8.0
114769,mulholland+drive+2001,136.0
317828,get+hard+2015,10.0
60509,the+executioner+1963,42.0
235575,hamsun+1996,101.0
75694,interiors+1978,55.0
26567,wusa+1970,99.0
170757,mommy+2014,72.0
88851,everything+must+go+2010,72.0
169726,the+life+and+death+of+peter+sellers+2004,80.0
21550,the+canal+2014,88.0
346166,my+best+friends+wedding+1997,105.0
350766,barfi+2012,109.0
175180,gunner+palace+2004,78.0
346975,midnight+in+the+garden+of+good+and+evil+1997,144.0
14386,julie++julia+2009,83.0
289655,wrecked+2010,57.0
163685,boys+life+three+stories+of+love_+lust_+and+liberation+1994,91.0
215498,bed+and+board+1970,78.0
332944,coach+carter+2005,14.0
24517,comedian+harmonists+1997,59.0
67912,fitzcarraldo+1982,114.0
122791,tom+petty+and+the+heartbreakers+runnin+down+a+dream+2007,137.0
43458,360+2012,72.0
82688,last+tango+in+paris+1972,71.0
132454,eraserhead+1977,79.0
63855,factotum+2005,70.0
49359,achilles+and+the+tortoise+2008,105.0
276769,los+angeles+plays+itself+2003,15.0
304389,holy+wars+2010,10.0
315736,circus+1936,39.0
280179,scorchers+1991,27.0
345634,do+the+right+thing+1989,15.0
195710,the+admirable+crichton+1957,81.0
240079,the+black+balloon+2008,22.0
325519,127+hours+2010,56.0
126607,the+texas+chain+saw+massacre+1974,44.0
331295,the+four+seasons+1981,26.0
170286,mimic+sentinel+2003,78.0
215590,the+judge+and+the+assassin+1976,29.0
323972,diaries+notes+and+sketches+1969,69.0
327061,home+alone+the+holiday+heist+2012,51.0
81075,intruder+in+the+dust+1949,73.0
61430,the+next+three+days+2010,41.0
150656,edward+scissorhands+1990,41.0
118130,madame+curie+1943,47.0
199290,the+hole+1998,25.0
174854,the+judge+2014,40.0
137413,the+aviators+wife+1981,70.0
338443,the+handcuff+king+2002,64.0
216235,welcome+to+the+south+2010,96.0
57641,date+and+switch+2014,45.0
58979,time+bandits+1981,113.0
335625,south+park+bigger_+longer++uncut+1999,20.0
291847,autohystoria+2007,35.0
3244,hombre+1967,86.0
98976,naqoyqatsi+2002,25.0
168973,uncle+boonmee+who+can+recall+his+past+lives+2010,27.0
190077,once+in+the+life+2000,18.0
251883,max+manus+man+of+war+2008,22.0
209237,land+of+the+blind+2006,16.0
16579,linsanity+2013,70.0
305733,the+popes+toilet+2007,48.0
2479,tactical+force+2011,68.0
8620,the+woman+next+door+1981,97.0
161,robin+hood+1922,2.0
216116,blood+and+wine+1996,63.0
104722,sergeant+rutledge+1960,75.0
58668,o+amor+natural+1996,27.0
120021,rich+in+love+1992,52.0
163833,blood+diamond+2006,88.0
17187,sa-nisse+-+welcome+to+knohult+2011,16.0
156465,the+codes+of+gender+2010,70.0
221117,sams+song+1969,75.0
7905,who+are+you_+polly+maggoo+1966,100.0
65585,moonrise+1948,68.0
299625,the+paper+1994,109.0
140499,age+of+the+dragons+2011,87.0
128443,the+fifth+commandment+2008,72.0
164503,waterboys+2001,45.0
58237,black+moon+1934,35.0
36087,gypsy+1962,52.0
125379,the+7th+voyage+of+sinbad+1958,81.0
149277,eden+2006,61.0
28016,back+to+the+ussr+1992,25.0
283970,the+other+woman+2014,61.0
187126,darbys+rangers+1958,67.0
297283,hyenas+1992,47.0
191152,the+phenix+city+story+1955,24.0
149571,the+nine+lives+of+fritz+the+cat+1974,77.0
176720,fubar+2002,3.0
241393,facing+the+truth+2002,99.0
264118,the+maltese+falcon+1941,17.0
109231,on+the+edge+2006,18.0
341414,romasanta+2004,1.0
238996,brown+of+harvard+1926,10.0
91878,laila+1929,69.0
94968,sliver+1993,96.0
134876,the+edge+1997,30.0
137768,sleep+dealer+2008,32.0
202045,dark+victory+1939,40.0
300128,the+life+and+times+of+judge+roy+bean+1972,50.0
121436,the+secret+of+nimh+1982,61.0
193729,saving+mr.+banks+2013,31.0
53023,close-up+1990,93.0
88442,life+is+all+you+get+1997,70.0
277149,galileo+1975,62.0
112129,kabhi+khushi+kabhie+gham+2001,187.0
157113,i+heart+monster+movies+2012,59.0
222636,grave+of+the+fireflies+1988,81.0
317472,night+and+day+1946,48.0
192594,admiral+2008,35.0
258266,character+1997,6.0
240320,out+of+africa+1985,42.0
135856,daughters+of+darkness+1971,29.0
211097,return+to+the+36th+chamber+1980,73.0
269978,escape+from+alcatraz+1979,104.0
112498,romance++cigarettes+2005,92.0
172697,the+cameraman+1928,40.0
196249,shall+we+dance+1937,94.0
125472,today+2013,33.0
219209,manhattan+murder+mystery+1993,30.0
62070,the+life+aquatic+with+steve+zissou+2004,5.0
158522,a+guide+to+recognizing+your+saints+2006,86.0
173916,the+magnificent+one+1973,92.0
159252,of+gods+and+men+2010,86.0
243316,rio+bravo+1959,124.0
48505,so+long+letty+1929,19.0
236735,normal+2003,7.0
116890,hitman+hart+wrestling+with+shadows+1998,55.0
144603,hard+times+1975,35.0
43527,butterfield+8+1960,12.0
220374,invictus+2009,6.0
45254,the+conscientious+objector+2004,72.0
258419,point+blank+1967,76.0
308169,the+consequences+of+love+2004,15.0
24356,ran+1985,32.0
289107,advise++consent+1962,112.0
92905,memories+of+matsuko+2006,131.0
154115,babel+2006,82.0
225084,north+west+frontier+1959,102.0
46756,laura+1944,16.0
307254,broken+bridges+2006,19.0
153877,high+crimes+2002,5.0
181489,drained+2006,1.0
324676,the+lady+from+shanghai+1947,0.0
335843,sid++nancy+1986,7.0
129974,stag+night+2008,59.0
131067,chapiteau-show+2011,0.0
204686,explore rs+1985,22.0
134464,the+rocky+saga+going+the+distance+2011,63.0
264068,coquette+1929,35.0
26294,the+bad+and+the+beautiful+1952,53.0
180085,cut+and+run+1985,23.0
52344,sacrifice+2010,31.0
156506,my+name+is+joe+1998,67.0
98533,russian+dolls+2005,27.0
224548,cowspiracy+the+sustainability+secret+2014,58.0
150185,the+devils+backbone+2001,71.0
256791,le+week-end+2013,76.0
111357,friends+of+god+a+road+trip+with+alexandra+pelosi+2007,47.0
231591,house+of+usher+1960,3.0
314023,forever_+darling+1956,24.0
136306,a+walk+to+remember+2002,72.0
234136,the+soul+of+a+man+2003,55.0
331060,anastasia+1997,79.0
213793,mister+lonely+2008,80.0
307421,a+flower+1971,9.0
86239,cul-de-sac+1966,64.0
120271,good+vibrations+2012,73.0
200258,steep+2007,46.0
263917,children+of+paradise+1945,110.0
84550,mrs.+miniver+1942,94.0
239832,animal+kingdom+2010,18.0
293865,guess+whos+coming+to+dinner+1967,100.0
270600,everest+1998,32.0
105215,inherent+vice+2014,50.0
11326,serenity+2005,66.0
272285,there+be+dragons+2011,37.0
325177,tokyo.sora+2002,80.0
211971,turkish+delight+1973,2.0
192905,switching+goals+1999,64.0
262502,the+fighting+seabees+1944,35.0
205337,lonely+street+2009,72.0
177832,the+sacrament+2013,67.0
221169,crazy+people+1990,5.0
67538,eva+1962,62.0
138033,for+a+few+dollars+more+1965,16.0
20326,man+with+a+movie+camera+1929,31.0
102165,dead+of+night+1974,12.0
350276,the+terminal+2004,7.0
273507,the+forgotten+woman+2008,49.0
153293,gangsters+1977,45.0
110763,young+mr.+lincoln+1939,45.0
184008,the+last+time+i+saw+paris+1954,101.0
82942,snow+2008,33.0
200811,princess+protection+program+2009,50.0
281688,repo+man+1984,66.0
12721,wyvern+2009,35.0
22219,bobby+fischer+against+the+world+2011,59.0
288566,leap+of+faith+1992,55.0
344162,predator+2+1990,83.0
246267,finding+forrester+2000,80.0
339105,the+hunger+games+catching+fire+2013,133.0
152575,marathon+man+1976,23.0
203099,california+dreamin+2007,139.0
156745,the+rose+tattoo+1955,6.0
54825,upstream+color+2013,30.0
199174,killing+zoe+1993,14.0
335095,at+the+devils+door+2014,20.0
317469,true+blue+1996,49.0
224969,jew+sss+1934,49.0
69862,big+night+1996,73.0
267036,death+on+the+nile+1978,21.0
6642,little+children+2006,9.0
341734,tinker+tailor+soldier+spy+2011,66.0
106878,lola+1961,76.0
222431,death+of+a+cyclist+1955,35.0
83689,grass+a+nations+battle+for+life+1925,69.0
322535,house+of+games+1987,58.0
56003,the+beautiful+country+2004,28.0
164870,city+hall+1996,70.0
132218,piccadilly+1929,17.0
79056,the+bird+with+the+crystal+plumage+1970,28.0
323195,the+two+faces+of+january+2014,13.0
174966,dead+men+walk+1943,2.0
106288,medicine+for+melancholy+2008,37.0
92268,alfie+1966,113.0
80283,the+emperor+and+the+assassin+1998,95.0
167715,mongol+the+rise+of+genghis+khan+2007,57.0
200804,annabelle+2014,90.0
272863,twin+sisters+2002,94.0
96591,two+shots+fired+2014,26.0
243035,the+wild+bunch+1969,75.0
185770,i+accuse+1938,17.0
327069,lucky+number+slevin+2006,83.0
240969,paris+when+it+sizzles+1964,41.0
341964,the+scarlet+empress+1934,46.0
188980,olivier_+olivier+1992,28.0
69918,johnny+was+2006,18.0
321222,project+x+2012,29.0
287728,secret+sunshine+2007,9.0
123560,those+daring+young+men+in+their+jaunty+jalopies+1969,41.0
305306,that+cold+day+in+the+park+1969,68.0
101421,make+your+move+2013,6.0
201386,brokeback+mountain+2005,107.0
353,anatomy+of+hell+2004,17.0
99792,inside+job+2010,79.0
207040,earth+vs.+the+flying+saucers+1956,19.0
181179,when+a+woman+ascends+the+stairs+1960,72.0
249211,the+daytrippers+1996,11.0
50278,caddyshack+1980,74.0
336890,schizo+2004,26.0
308939,the+mist+2007,97.0
195398,moon+2009,45.0
48156,stranger+in+the+house+1997,90.0
121374,ira++abby+2006,46.0
176383,knockin+on+heavens+door+1997,18.0
75173,partners+in+crime+2012,49.0
279391,the+thin+blue+line+1988,75.0
324407,friday+1995,23.0
31254,directed+by+john+ford+1971,80.0
165424,my+man+godfrey+1936,95.0
79215,my+best+friends+wife+1998,13.0
250109,w.e.+2011,66.0
319382,the+big+hit+1998,63.0
302940,true+grit+2010,7.0
201471,tekkonkinkreet+2006,3.0
57622,once+upon+a+time+in+phuket+2011,88.0
161205,cry_+the+beloved+country+1952,40.0
185547,the+impossible+2012,108.0
256237,ulysses+gaze+1995,95.0
251321,shadow+magic+2000,5.0
8883,a+room+with+a+view+1985,16.0
303167,to+have+or+not+1995,52.0
147494,a+man+of+no+importance+1994,85.0
92689,the+rose+seller+1998,55.0
4644,12+angry+men+1957,88.0
167506,lady+terminator+1989,44.0
262702,blue+sunshine+1978,68.0
99276,suicide+club+2010,34.0
302307,all+the+kings+men+1949,20.0
137571,how+to+survive+a+plague+2012,29.0
244279,passage+to+marseille+1944,81.0
70290,excision+2012,82.0
99165,foreign+correspondent+1940,44.0
174073,the+omega+man+1971,20.0
45460,boy+meets+girl+1984,14.0
288817,babylon+1980,4.0
165257,frailty+2001,98.0
250217,donovans+reef+1963,43.0
285564,moolaad+2004,6.0
135967,the+phantom+stagecoach+1957,48.0
189232,guns+of+the+magnificent+seven+1969,70.0
223650,distant+2002,95.0
204025,the+hit+1984,71.0
264288,agatha+1979,40.0
167679,mississippi+grind+2015,48.0
134270,mr.+belvedere+goes+to+college+1949,63.0
5237,you+again+2010,95.0
262310,one+day+in+september+1999,95.0
322900,like+you+know+it+all+2009,72.0
44147,the+best+mans+wedding+2000,23.0
305135,the+pink+panther+1963,112.0
132346,stealing+beauty+1996,115.0
256564,the+man+next+door+2009,7.0
69513,think+like+a+man+too+2014,38.0
329684,battle+of+the+year+2013,90.0
80049,berlin+symphony+of+a+great+city+1927,26.0
10823,the+chalk+garden+1964,18.0
274996,hector+and+the+search+for+happiness+2014,43.0
183072,louise+brooks+looking+for+lulu+1998,41.0
97734,the+alamo+1960,125.0
154807,fingers+at+the+window+1942,65.0
292871,praying+with+lior+2008,46.0
248015,dance_+girl_+dance+1940,17.0
124253,ruby+sparks+2012,9.0
240481,corto+maltese+under+the+sign+of+capricorn+2002,52.0
6347,the+bourne+identity+1988,19.0
268733,fullmetal+alchemist+the+sacred+star+of+milos+2011,92.0
148462,space+cowboys+2000,101.0
260434,the+shadow+1994,48.0
253553,tokyo+gore+police+2008,19.0
309927,teachers+pet+1958,68.0
140987,a+thousand+months+2003,75.0
66560,42+up+1998,40.0
205817,a+grin+without+a+cat+1977,164.0
237797,who+is+harry+kellerman+and+why+is+he+saying+those+terrible+things+about+me+1971,31.0
36527,hippocrates+2014,15.0
115546,under+ten+flags+1960,89.0
15074,first+on+the+moon+2005,54.0
333675,bleak+moments+1971,73.0
156704,blue+jasmine+2013,18.0
20419,executive+protection+2001,102.0
267729,carefree+1938,7.0
118563,sparrow+2008,20.0
206805,the+bedroom+window+1987,16.0
108281,the+promotion+2008,13.0
194716,the+jimmy+show+2002,1.0
203135,the+liquidator+2011,0.0
170853,the+naked+face+1984,3.0
145907,the+pretty+one+2014,31.0
38347,the+crash+reel+2013,90.0
148174,wooden+crosses+1932,100.0
100210,looking+for+cheyenne+2005,41.0
234969,semper+fi+2001,115.0
344687,the+legend+of+leigh+bowery+2002,40.0
225010,beyond+rangoon+1995,79.0
158297,the+lady+eve+1941,18.0
33554,sex_+lies_+and+videotape+1989,50.0
204416,blown+away+1994,35.0
259342,24+hour+party+people+2002,111.0
77250,black+cat_+white+cat+1998,106.0
215327,the+big+bird+cage+1972,84.0
327328,bananaz+2008,93.0
102809,adulthood+2008,92.0
113157,moonfleet+1955,7.0
287162,the+go-getter+2007,82.0
63358,as+above_+so+below+2014,29.0
115355,plunkett++macleane+1999,49.0
125304,godards+passion+1982,56.0
333784,the+truth+2010,71.0
137633,united+93+2006,79.0
315916,sleeper+1973,19.0
176234,in+a+year+with+13+moons+1978,115.0
221528,louis+cyr++the+strongest+man+in+the+world+2013,4.0
36020,dirty+filthy+love+2005,47.0
300720,the+lady+vanishes+1938,42.0
206482,castles+in+the+sky+2014,52.0
148816,mortdecai+2015,26.0
284188,lawrence+of+arabia+1962,132.0
222443,shutter+2008,48.0
225742,1911+2011,52.0
260651,2+days+in+paris+2007,64.0
352319,daredevil+2003,17.0
242025,bertas+motives+1984,82.0
224051,suture+1993,26.0
330091,hitchcock+2012,72.0
341754,you+are+so+beautiful+2005,43.0
171816,men+in+the+city+2009,21.0
246120,mondovino+2004,41.0
47983,maurice+1987,37.0
100653,cq+2001,12.0
346921,carry+on+constable+1960,9.0
45009,kamikaze+girls+2004,19.0
270438,last+winter+2012,17.0
247426,son+of+paleface+1952,37.0
75470,up+periscope+1959,79.0
144517,beloved+berlin+wall+2009,78.0
3783,scandal+sheet+1952,47.0
219973,samaritan+girl+2004,79.0
92579,the+killing+of+john+lennon+2007,60.0
102344,tokyo+sonata+2008,46.0
87688,the+deluge+1974,193.0
278793,harvey+1950,30.0
174348,love_+etc.+1996,83.0
167915,milk+2008,124.0
141226,a+fairly+odd+christmas+2012,56.0
160069,gendernauts+a+journey+through+shifting+identities+1999,35.0
87441,black+rock+2012,61.0
57612,indecent+proposal+1993,3.0
16296,the+elephant+man+1980,68.0
97863,cranford+2007,202.0
34936,alice+and+martin+1998,87.0
161411,human+lanterns+1982,65.0
93909,fortress+of+war+2010,99.0
204226,the+oath+2010,57.0
79220,the+last+dragon+1985,91.0
147248,pajczarki+,64.0
336302,the+lusty+men+1952,72.0
241987,buena+vista+social+club+1999,36.0
140847,the+steam+experiment+2009,18.0
262538,spark+a+burning+man+story+2013,56.0
260222,i+start+counting+1970,20.0
79465,a+murder+of+crows+1999,29.0
319341,holes+2003,69.0
111886,stage+beauty+2004,4.0
314729,its+all+about+love+2003,80.0
284118,headhunters+2011,1.0
345224,smileys+people+1982,51.0
152273,diana+vreeland+the+eye+has+to+travel+2012,23.0
297753,the+hunt+2012,65.0
299474,falcon+rising+2014,35.0
22117,imitation+of+life+1934,65.0
173352,mumford+1999,68.0
62045,far+from+home+1989,55.0
145827,backstage+2005,90.0
332695,chicagogirl+2013,48.0
53667,american+heist+2014,71.0
125951,iris+2001,37.0
262799,around+the+world+under+the+sea+1966,80.0
255614,murder_+he+says+1945,76.0
11272,dolans+cadillac+2009,43.0
100893,sinister+2012,56.0
311286,taxi+2+2000,20.0
48954,hedwig+and+the+angry+inch+2001,42.0
350928,the+accidental+tourist+1988,79.0
267543,rumble+fish+1983,68.0
248447,taare+zameen+par+2007,17.0
221736,the+wheeler+dealers+1963,22.0
125725,a+kid+in+king+arthurs+court+1995,48.0
102150,big+daddy+1999,55.0
203050,nightwatch+1994,15.0
316967,the+world_+the+flesh+and+the+devil+1959,12.0
285627,we+cause+scenes+2014,7.0
97031,the+fighting+temptations+2003,12.0
308473,bend+it+like+beckham+2002,88.0
315710,bully+2001,57.0
213551,two+weeks+notice+2002,45.0
259491,corpse+bride+2005,67.0
140663,bachelor+night+2014,28.0
41516,poltergeist+1982,74.0
305666,battlestar+galactica+the+plan+2009,75.0
47411,death+note+2006,31.0
301400,greenfingers+2001,55.0
258946,the+stepford+wives+1975,49.0
6568,leningrad+2009,54.0
255095,das+merkwrdige+verhalten+geschlechtsreifer+grostdter+zur+paarungszeit+1998,29.0
259348,rob+the+mob+2014,50.0
144541,a+circle+of+deception+1960,37.0
86109,severance+2006,40.0
142615,the+seventh+continent+1989,7.0
300206,lord+of+war+2005,90.0
105888,witness+for+the+prosecution+1957,43.0
185977,liberty+stands+still+2002,76.0
172013,the+substance+albert+hofmanns+lsd+2011,45.0
20349,the+love+letter+1998,52.0
44196,a+prairie+home+companion+2006,93.0
116230,the+beautiful+person+2008,19.0
343455,wicker+park+2004,44.0
264479,st.+vincent+2014,42.0
342166,the+objective+2008,68.0
180009,life+as+we+know+it+2010,102.0
86004,performance+1970,85.0
64148,centennial+1978,880.0
209654,hukkle+2002,36.0
91862,the+final+countdown+1980,75.0
114510,broken+arrow+1996,19.0
62471,a+coffee+in+berlin+2012,86.0
